c,l,node,Country_Full,agg,full_sub_same
1905,1,MT079937,Georgia,Georgia,TRUE
1906,1,MT079929,Georgia,Georgia,TRUE
1907,1,MT079914,Georgia,Georgia,TRUE
1908,1,MT079931,Georgia,Georgia,TRUE
1909,1,MT079945,Georgia,Georgia,TRUE
1910,1,MT079944,Georgia,Georgia,TRUE
1911,1,MT079943,Georgia,Georgia,TRUE
1912,1,MT079934,Georgia,Georgia,TRUE
1913,1,MT079946,Georgia,Georgia,TRUE
1914,1,MT079933,Georgia,Georgia,TRUE
1915,1,MT079942,Georgia,Georgia,TRUE
1916,1,MT079938,Georgia,Georgia,TRUE
1917,1,MT079925,Georgia,Georgia,TRUE
1918,1,MT079936,Georgia,Georgia,TRUE
1919,1,MT079895,Georgia,Georgia,TRUE
1920,1,MT079953,Georgia,Georgia,TRUE
1921,1,MT079916,Georgia,Georgia,TRUE
1922,1,MT079896,Georgia,Georgia,TRUE
1923,1,KJ645928,Azerbaijan,Azerbaijan,TRUE
1924,1,MT079950,Georgia,Georgia,TRUE
1925,1,MT079905,Georgia,Georgia,TRUE
1926,1,MT079907,Georgia,Georgia,TRUE
1927,1,MT079909,Georgia,Georgia,TRUE
1928,1,MT079928,Georgia,Georgia,TRUE
1929,1,MT079898,Georgia,Georgia,TRUE
1930,1,MT079892,Georgia,Georgia,TRUE
1931,1,MW055109,Georgia,Georgia,TRUE
1932,1,MT079902,Georgia,Georgia,TRUE
1933,1,MT079888,Georgia,Georgia,TRUE
1934,1,MT079955,Georgia,Georgia,TRUE
1935,1,MT079890,Georgia,Georgia,TRUE
1936,1,MT079897,Georgia,Georgia,TRUE
1937,1,MT079894,Georgia,Georgia,TRUE
1938,1,MT079927,Georgia,Georgia,TRUE
1939,1,MT079932,Georgia,Georgia,TRUE
1940,1,MT079915,Georgia,Georgia,TRUE
1941,1,MT079919,Georgia,Georgia,TRUE
1942,1,MW055111,Georgia,Georgia,TRUE
1943,1,MT079924,Georgia,Georgia,TRUE
1944,1,MT079917,Georgia,Georgia,TRUE
1945,1,MT079903,Georgia,Georgia,TRUE
1946,1,MT079930,Georgia,Georgia,TRUE
1947,1,MT079901,Georgia,Georgia,TRUE
1948,1,MT079954,Georgia,Georgia,TRUE
1949,1,MT079923,Georgia,Georgia,TRUE
1950,1,KY860610,Turkey,Turkey,TRUE
1951,1,MT079940,Georgia,Georgia,TRUE
1952,1,MT079899,Georgia,Georgia,TRUE
1953,1,MT079926,Georgia,Georgia,TRUE
1954,1,MT079906,Georgia,Georgia,TRUE
1955,1,JQ944706,Russia,Russia,TRUE
1956,1,MT079900,Georgia,Georgia,TRUE
1957,1,MT079951,Georgia,Georgia,TRUE
1958,1,MT079893,Georgia,Georgia,TRUE
1959,1,MT079910,Georgia,Georgia,TRUE
1960,1,MT079939,Georgia,Georgia,TRUE
1961,1,MT079889,Georgia,Georgia,TRUE
1962,1,MT079913,Georgia,Georgia,TRUE
1963,1,MT079912,Georgia,Georgia,TRUE
1964,1,KP723590,Georgia,Georgia,TRUE
1965,1,MG869121,Russia,Russia,TRUE
1966,1,MG869120,Russia,Russia,TRUE
1968,1,KY002888,Russia,Russia,TRUE
1969,1,KP723589,Georgia,Georgia,TRUE
1970,1,JX524177,Iraq,Iraq,TRUE
1971,1,KP723607,Iraq,Iraq,TRUE
1972,1,KP723600,Iraq,Iraq,TRUE
1973,1,KF155000,Iraq,Iraq,TRUE
1974,1,JX524176,Iraq,Iraq,TRUE
1975,1,JX524178,Iraq,Iraq,TRUE
1976,1,KP723609,Iraq,Iraq,TRUE
1977,1,KP723606,Iraq,Iraq,TRUE
1978,1,KC791977,Iraq,Iraq,TRUE
1979,1,KC791987,Iraq,Iraq,TRUE
1980,1,KC791995,Iraq,Iraq,TRUE
1981,1,KC791984,Iraq,Iraq,TRUE
1982,1,KC791990,Iraq,Iraq,TRUE
1983,1,KC791989,Iraq,Iraq,TRUE
1984,1,DQ837474,Turkey,Turkey,TRUE
1985,1,MK760682,Iran,Iran,TRUE
1986,1,MK760676,Iran,Iran,TRUE
1987,1,KC791975,Iraq,Iraq,TRUE
1988,1,MK760760,Iran,Iran,TRUE
1989,1,MK760747,Iran,Iran,TRUE
1990,1,MK760756,Iran,Iran,TRUE
1992,1,MK760675,Iran,Iran,TRUE
1993,1,KC791993,Iraq,Iraq,TRUE
1994,1,KC791992,Iraq,Iraq,TRUE
1995,1,KC791986,Iraq,Iraq,TRUE
1996,1,MK760690,Iran,Iran,TRUE
1997,1,MK760679,Iran,Iran,TRUE
1998,1,KC791980,Iraq,Iraq,TRUE
1999,1,KC791978,Iraq,Iraq,TRUE
2000,1,KC791988,Iraq,Iraq,TRUE
2001,1,KC791991,Iraq,Iraq,TRUE
2002,1,MK760757,Iran,Iran,TRUE
2003,1,KP723603,Iraq,Iraq,TRUE
2004,1,KP723601,Iraq,Iraq,TRUE
2005,1,KP723608,Iraq,Iraq,TRUE
2006,1,KP723599,Iraq,Iraq,TRUE
2008,1,KX148212,Iran,Iran,TRUE
2009,1,MK760766,Iran,Iran,TRUE
2010,1,KP723592,Iran,Iran,TRUE
2011,1,KP723612,Iraq,Iraq,TRUE
2012,1,KP723611,Iraq,Iraq,TRUE
2013,1,JF508180,Syria,Syria,TRUE
2014,1,KP723610,Iraq,Iraq,TRUE
2015,1,KP723613,Iraq,Iraq,TRUE
2016,1,KJ957447,Grenada,Grenada,TRUE
2017,1,KJ957442,Grenada,Grenada,TRUE
2018,1,KJ957452,Grenada,Grenada,TRUE
2019,1,KJ957444,Grenada,Grenada,TRUE
2020,1,KJ957451,Grenada,Grenada,TRUE
2021,1,MG458319,Grenada,Grenada,TRUE
2022,1,KJ957434,Grenada,Grenada,TRUE
2023,1,KM067274,Grenada,Grenada,TRUE
2024,1,KJ957438,Grenada,Grenada,TRUE
2025,1,KJ957437,Grenada,Grenada,TRUE
2026,1,KJ957450,Grenada,Grenada,TRUE
2027,1,KJ957449,Grenada,Grenada,TRUE
2028,1,KJ957446,Grenada,Grenada,TRUE
2029,1,KJ957445,Grenada,Grenada,TRUE
2030,1,KJ957448,Grenada,Grenada,TRUE
2031,1,KJ957433,Grenada,Grenada,TRUE
2032,1,KJ957439,Grenada,Grenada,TRUE
2033,1,KJ957440,Grenada,Grenada,TRUE
2034,1,KJ957432,Grenada,Grenada,TRUE
2035,1,KJ957431,Grenada,Grenada,TRUE
2036,1,KJ957436,Grenada,Grenada,TRUE
2037,1,KJ957441,Grenada,Grenada,TRUE
2038,1,KJ957435,Grenada,Grenada,TRUE
2039,1,KJ957443,Grenada,Grenada,TRUE
2041,1,MK534451,Iran,Iran,TRUE
2042,1,LC380209,Zambia,Zambia,TRUE
2043,1,LC380210,Zambia,Zambia,TRUE
2045,1,LC380213,Zambia,Zambia,TRUE
2046,1,LC380208,Zambia,Zambia,TRUE
2047,1,AB572979,Zambia,Zambia,TRUE
2048,1,AB572980,Zambia,Zambia,TRUE
2049,1,AB572981,Zambia,Zambia,TRUE
2050,1,AB572994,Zambia,Zambia,TRUE
2051,1,AB572978,Zambia,Zambia,TRUE
2052,1,AB572964,Zambia,Zambia,TRUE
2053,1,AB572965,Zambia,Zambia,TRUE
2054,1,AB572966,Zambia,Zambia,TRUE
2055,1,LC380170,Zambia,Zambia,TRUE
2056,1,AB572963,Zambia,Zambia,TRUE
2057,1,AB572987,Zambia,Zambia,TRUE
2058,1,AB572986,Zambia,Zambia,TRUE
2059,1,LC380176,Zambia,Zambia,TRUE
2060,1,LC380168,Zambia,Zambia,TRUE
2061,1,AB572985,Zambia,Zambia,TRUE
2062,1,AB572969,Zambia,Zambia,TRUE
2063,1,AB572962,Zambia,Zambia,TRUE
2064,1,LC380167,Zambia,Zambia,TRUE
2065,1,LC380166,Zambia,Zambia,TRUE
2066,1,AB572993,Zambia,Zambia,TRUE
2067,1,AB572992,Zambia,Zambia,TRUE
2068,1,LC380194,Zambia,Zambia,TRUE
2069,1,LC380171,Zambia,Zambia,TRUE
2070,1,AB572983,Zambia,Zambia,TRUE
2071,1,LC380169,Zambia,Zambia,TRUE
2072,1,AB572967,Zambia,Zambia,TRUE
2073,1,AB572996,Zambia,Zambia,TRUE
2074,1,AB572968,Zambia,Zambia,TRUE
2075,1,LC380174,Zambia,Zambia,TRUE
2076,1,LC380175,Zambia,Zambia,TRUE
2077,1,AB572989,Zambia,Zambia,TRUE
2078,1,AB572974,Zambia,Zambia,TRUE
2079,1,AB572972,Zambia,Zambia,TRUE
2080,1,AB572995,Zambia,Zambia,TRUE
2082,1,AB572975,Zambia,Zambia,TRUE
2084,1,AB572976,Zambia,Zambia,TRUE
2085,1,AB572990,Zambia,Zambia,TRUE
2086,1,AB572977,Zambia,Zambia,TRUE
2087,1,AB572973,Zambia,Zambia,TRUE
2088,1,AB572970,Zambia,Zambia,TRUE
2089,1,AB572991,Zambia,Zambia,TRUE
2090,1,AB572984,Zambia,Zambia,TRUE
2091,1,LC380211,Zambia,Zambia,TRUE
2092,1,LC380164,Zambia,Zambia,TRUE
2093,1,LC380198,Zambia,Zambia,TRUE
2094,1,LC380195,Zambia,Zambia,TRUE
2095,1,LC380191,Zambia,Zambia,TRUE
2096,1,LC380190,Zambia,Zambia,TRUE
2097,1,LC380196,Zambia,Zambia,TRUE
2098,1,LC380189,Zambia,Zambia,TRUE
2099,1,LC380186,Zambia,Zambia,TRUE
2100,1,LC380163,Zambia,Zambia,TRUE
2101,1,LC380172,Zambia,Zambia,TRUE
2102,1,LC380161,Zambia,Zambia,TRUE
2104,1,LC380197,Zambia,Zambia,TRUE
2105,1,AB572988,Zambia,Zambia,TRUE
2106,1,LC380173,Zambia,Zambia,TRUE
2107,1,LC380236,Zimbabwe,Zimbabwe,TRUE
2108,1,LC380231,Zimbabwe,Zimbabwe,TRUE
2109,1,LC380193,Zambia,Zambia,TRUE
2110,1,LC380165,Zambia,Zambia,TRUE
2111,1,LC380177,Zambia,Zambia,TRUE
2112,1,LC380207,Zambia,Zambia,TRUE
2113,1,LC380199,Zambia,Zambia,TRUE
2114,1,LC380203,Zambia,Zambia,TRUE
2115,1,LC380192,Zambia,Zambia,TRUE
2116,1,LC380187,Zambia,Zambia,TRUE
2117,1,LC380206,Zambia,Zambia,TRUE
2122,1,MT454651,SouthAfrica,SouthAfrica,TRUE
2125,1,KX148204,Namibia,Namibia,TRUE
2126,1,JQ691445,Namibia,Namibia,TRUE
2127,1,HQ266622,SouthAfrica,SouthAfrica,TRUE
2133,1,KY553275,SouthAfrica,SouthAfrica,TRUE
2134,1,DQ194875,Namibia,Namibia,TRUE
2135,1,HQ266611,SouthAfrica,SouthAfrica,TRUE
2136,1,DQ194882,Namibia,Namibia,TRUE
2137,1,DQ194865,Namibia,Namibia,TRUE
2138,1,DQ194871,Namibia,Namibia,TRUE
2139,1,DQ194868,Namibia,Namibia,TRUE
2140,1,JQ691425,Namibia,Namibia,TRUE
2141,1,JQ691436,Namibia,Namibia,TRUE
2142,1,DQ194864,Namibia,Namibia,TRUE
2143,1,DQ194870,Namibia,Namibia,TRUE
2144,1,JQ691458,Namibia,Namibia,TRUE
2151,1,KY553262,SouthAfrica,SouthAfrica,TRUE
2156,1,JQ691457,Namibia,Namibia,TRUE
2157,1,JQ691417,Namibia,Namibia,TRUE
2158,1,JQ691437,Namibia,Namibia,TRUE
2159,1,JQ691443,Namibia,Namibia,TRUE
2160,1,JQ691427,Namibia,Namibia,TRUE
2161,1,JQ691439,Namibia,Namibia,TRUE
2162,1,JQ691446,Namibia,Namibia,TRUE
2163,1,JQ691441,Namibia,Namibia,TRUE
2164,1,JQ691429,Namibia,Namibia,TRUE
2165,1,JQ691430,Namibia,Namibia,TRUE
2166,1,JQ691459,Namibia,Namibia,TRUE
2167,1,DQ194862,Namibia,Namibia,TRUE
2168,1,JQ691428,Namibia,Namibia,TRUE
2169,1,KR534227,Tanzania,Tanzania,TRUE
2170,1,JQ691442,Namibia,Namibia,TRUE
2171,1,DQ194859,Namibia,Namibia,TRUE
2172,1,DQ194861,Namibia,Namibia,TRUE
2173,1,DQ194883,Namibia,Namibia,TRUE
2174,1,DQ194856,Namibia,Namibia,TRUE
2175,1,DQ194857,Namibia,Namibia,TRUE
2176,1,DQ194858,Namibia,Namibia,TRUE
2177,1,JQ691416,Namibia,Namibia,TRUE
2178,1,JQ691418,Namibia,Namibia,TRUE
2179,1,JQ691426,Namibia,Namibia,TRUE
2180,1,JQ691431,Namibia,Namibia,TRUE
2181,1,JQ691453,Namibia,Namibia,TRUE
2182,1,JX473840,Namibia,Namibia,TRUE
2183,1,JQ691438,Namibia,Namibia,TRUE
2184,1,JQ691432,Namibia,Namibia,TRUE
2185,1,JQ691448,Namibia,Namibia,TRUE
2186,1,JQ691460,Namibia,Namibia,TRUE
2187,1,JQ691447,Namibia,Namibia,TRUE
2188,1,JQ691449,Namibia,Namibia,TRUE
2189,1,JQ691444,Namibia,Namibia,TRUE
2190,1,JQ691462,Namibia,Namibia,TRUE
2191,1,JQ691463,Namibia,Namibia,TRUE
2192,1,JQ691422,Namibia,Namibia,TRUE
2193,1,DQ194855,Namibia,Namibia,TRUE
2194,1,JQ691420,Namibia,Namibia,TRUE
2195,1,JX473841,Namibia,Namibia,TRUE
2196,1,JQ691415,Namibia,Namibia,TRUE
2197,1,JQ691421,Namibia,Namibia,TRUE
2198,1,JQ691424,Namibia,Namibia,TRUE
2199,1,JQ691440,Namibia,Namibia,TRUE
2200,1,DQ194860,Namibia,Namibia,TRUE
2201,1,JQ691423,Namibia,Namibia,TRUE
2202,1,JQ691455,Namibia,Namibia,TRUE
2203,1,JQ691456,Namibia,Namibia,TRUE
2204,1,JQ691450,Namibia,Namibia,TRUE
2205,1,JQ691451,Namibia,Namibia,TRUE
2206,1,JQ691452,Namibia,Namibia,TRUE
2207,1,JQ691434,Namibia,Namibia,TRUE
2208,1,JX473839,Namibia,Namibia,TRUE
2209,1,JX473838,Namibia,Namibia,TRUE
2210,1,JQ691435,Namibia,Namibia,TRUE
2211,1,JQ691454,Namibia,Namibia,TRUE
2213,1,HQ266629,SouthAfrica,SouthAfrica,TRUE
2214,1,DQ194881,Namibia,Namibia,TRUE
2216,1,DQ194874,Namibia,Namibia,TRUE
2217,1,DQ194872,Namibia,Namibia,TRUE
2218,1,JQ691461,Namibia,Namibia,TRUE
2219,1,DQ194863,Namibia,Namibia,TRUE
2220,1,DQ194876,Namibia,Namibia,TRUE
2221,1,DQ194879,Namibia,Namibia,TRUE
2222,1,DQ194884,Namibia,Namibia,TRUE
2223,1,DQ194873,Namibia,Namibia,TRUE
2224,1,DQ194869,Namibia,Namibia,TRUE
2225,1,DQ194867,Namibia,Namibia,TRUE
2226,1,DQ194866,Namibia,Namibia,TRUE
2227,1,DQ194890,Namibia,Namibia,TRUE
2228,1,DQ489806,SouthAfrica,SouthAfrica,TRUE
2229,1,DQ489828,SouthAfrica,SouthAfrica,TRUE
2246,1,DQ489827,SouthAfrica,SouthAfrica,TRUE
2250,1,DQ489890,SouthAfrica,SouthAfrica,TRUE
2253,1,DQ489789,SouthAfrica,SouthAfrica,TRUE
2261,1,DQ489794,SouthAfrica,SouthAfrica,TRUE
2262,1,DQ489803,SouthAfrica,SouthAfrica,TRUE
2264,1,DQ489791,SouthAfrica,SouthAfrica,TRUE
2268,1,DQ489865,SouthAfrica,SouthAfrica,TRUE
2275,1,DQ489864,SouthAfrica,SouthAfrica,TRUE
2290,1,DQ489823,SouthAfrica,SouthAfrica,TRUE
2291,1,KY553258,SouthAfrica,SouthAfrica,TRUE
2296,1,MT454638,SouthAfrica,SouthAfrica,TRUE
2299,1,MT454642,SouthAfrica,SouthAfrica,TRUE
2302,1,JQ691433,Namibia,Namibia,TRUE
2303,1,DQ489871,SouthAfrica,SouthAfrica,TRUE
2307,1,DQ489877,SouthAfrica,SouthAfrica,TRUE
2310,1,DQ489829,SouthAfrica,SouthAfrica,TRUE
2317,1,DQ489873,SouthAfrica,SouthAfrica,TRUE
2331,1,DQ194892,SouthAfrica,SouthAfrica,TRUE
2332,1,MT454633,SouthAfrica,SouthAfrica,TRUE
2334,1,DQ489833,SouthAfrica,SouthAfrica,TRUE
2336,1,DQ194893,SouthAfrica,SouthAfrica,TRUE
2342,1,DQ489838,SouthAfrica,SouthAfrica,TRUE
2343,1,DQ489900,SouthAfrica,SouthAfrica,TRUE
2346,1,DQ489858,SouthAfrica,SouthAfrica,TRUE
2349,1,DQ489798,SouthAfrica,SouthAfrica,TRUE
2351,1,KY553256,SouthAfrica,SouthAfrica,TRUE
2353,1,HM179507,SouthAfrica,SouthAfrica,TRUE
2356,1,KP994599,SouthAfrica,SouthAfrica,TRUE
2357,1,KP994602,SouthAfrica,SouthAfrica,TRUE
2358,1,KP994613,SouthAfrica,SouthAfrica,TRUE
2367,1,KP994620,SouthAfrica,SouthAfrica,TRUE
2373,1,KT892002,SouthAfrica,SouthAfrica,TRUE
2381,1,KP994617,SouthAfrica,SouthAfrica,TRUE
2382,1,KP994607,SouthAfrica,SouthAfrica,TRUE
2395,1,KC660259,SouthAfrica,SouthAfrica,TRUE
2398,1,HM179505,SouthAfrica,SouthAfrica,TRUE
2402,1,MK858232,SouthAfrica,SouthAfrica,TRUE
2404,1,KJ744310,SouthAfrica,SouthAfrica,TRUE
2415,1,JF747617,SouthAfrica,SouthAfrica,TRUE
2416,1,JF747616,SouthAfrica,SouthAfrica,TRUE
2420,1,HQ266607,SouthAfrica,SouthAfrica,TRUE
2425,1,HQ266627,SouthAfrica,SouthAfrica,TRUE
2426,1,DQ489896,SouthAfrica,SouthAfrica,TRUE
2427,1,HM179508,SouthAfrica,SouthAfrica,TRUE
2428,1,HQ266618,SouthAfrica,SouthAfrica,TRUE
2430,1,DQ489887,SouthAfrica,SouthAfrica,TRUE
2431,1,KT336436,SouthAfrica,SouthAfrica,TRUE
2434,1,KP994618,SouthAfrica,SouthAfrica,TRUE
2435,1,JF747614,SouthAfrica,SouthAfrica,TRUE
2436,1,KX148203,Mozambique,Mozambique,TRUE
2437,1,HQ266626,SouthAfrica,SouthAfrica,TRUE
2438,1,LC380101,Zambia,Zambia,TRUE
2439,1,LC380156,Zimbabwe,Zimbabwe,TRUE
2440,1,LC380144,Zambia,Zambia,TRUE
2441,1,LC380146,Zimbabwe,Zimbabwe,TRUE
2442,1,LC380152,Zimbabwe,Zimbabwe,TRUE
2443,1,LC380224,Zimbabwe,Zimbabwe,TRUE
2444,1,LC380223,Zimbabwe,Zimbabwe,TRUE
2445,1,LC380222,Zimbabwe,Zimbabwe,TRUE
2446,1,LC380220,Zambia,Zambia,TRUE
2447,1,LC380228,Zimbabwe,Zimbabwe,TRUE
2448,1,KT336435,Zimbabwe,Zimbabwe,TRUE
2449,1,KY563716,Zimbabwe,Zimbabwe,TRUE
2450,1,LC380157,Zimbabwe,Zimbabwe,TRUE
2452,1,LC380138,Zambia,Zambia,TRUE
2454,1,LC380125,Zambia,Zambia,TRUE
2455,1,LC380088,Zambia,Zambia,TRUE
2456,1,LC380094,Zambia,Zambia,TRUE
2457,1,LC380149,Zimbabwe,Zimbabwe,TRUE
2458,1,LC380145,Zambia,Zambia,TRUE
2459,1,LC380095,Zambia,Zambia,TRUE
2460,1,LC380235,Zimbabwe,Zimbabwe,TRUE
2461,1,LC380232,Zimbabwe,Zimbabwe,TRUE
2462,1,KU739040,Botswana,Botswana,TRUE
2463,1,LC380234,Zimbabwe,Zimbabwe,TRUE
2464,1,LC380226,Zimbabwe,Zimbabwe,TRUE
2465,1,LC380233,Zimbabwe,Zimbabwe,TRUE
2469,1,LC380153,Zimbabwe,Zimbabwe,TRUE
2470,1,LC380139,Zambia,Zambia,TRUE
2471,1,LC380103,Zambia,Zambia,TRUE
2472,1,KY553271,Zimbabwe,Zimbabwe,TRUE
2473,1,KY553267,Zimbabwe,Zimbabwe,TRUE
2474,1,LC380093,Zambia,Zambia,TRUE
2475,1,LC380158,Zimbabwe,Zimbabwe,TRUE
2476,1,LC380148,Zimbabwe,Zimbabwe,TRUE
2477,1,LC380159,Zimbabwe,Zimbabwe,TRUE
2478,1,LC380118,Zambia,Zambia,TRUE
2479,1,LC380132,Zambia,Zambia,TRUE
2480,1,LC380091,Zambia,Zambia,TRUE
2481,1,KY553269,Zimbabwe,Zimbabwe,TRUE
2482,1,LC380126,Zambia,Zambia,TRUE
2483,1,LC380117,Zambia,Zambia,TRUE
2484,1,LC380092,Zambia,Zambia,TRUE
2486,1,LC380229,Zimbabwe,Zimbabwe,TRUE
2491,1,HM179504,SouthAfrica,SouthAfrica,TRUE
2492,1,LC380230,Zimbabwe,Zimbabwe,TRUE
2493,1,LC380227,Zimbabwe,Zimbabwe,TRUE
2494,1,LC380221,Zimbabwe,Zimbabwe,TRUE
2495,1,LC380225,Zimbabwe,Zimbabwe,TRUE
2496,1,LC380150,Zimbabwe,Zimbabwe,TRUE
2497,1,LC380147,Zimbabwe,Zimbabwe,TRUE
2498,1,LC380151,Zimbabwe,Zimbabwe,TRUE
2499,1,KY563715,Zimbabwe,Zimbabwe,TRUE
2500,1,KT336434,Zimbabwe,Zimbabwe,TRUE
2501,1,KY563717,Zimbabwe,Zimbabwe,TRUE
2502,1,KR906757,Tanzania,Tanzania,TRUE
2505,1,KR906746,Tanzania,Tanzania,TRUE
2506,1,MT454644,SouthAfrica,SouthAfrica,TRUE
2507,1,KX148103,SouthAfrica,SouthAfrica,TRUE
2508,1,KY553265,Zimbabwe,Zimbabwe,TRUE
2509,1,KF831529,Zimbabwe,Zimbabwe,TRUE
2510,1,KY563718,Zimbabwe,Zimbabwe,TRUE
2511,1,KF831554,Zimbabwe,Zimbabwe,TRUE
2512,1,KY553270,Zimbabwe,Zimbabwe,TRUE
2513,1,KY553268,Zimbabwe,Zimbabwe,TRUE
2514,1,KF831555,Zimbabwe,Zimbabwe,TRUE
2515,1,HM179506,SouthAfrica,SouthAfrica,TRUE
2517,1,KY553282,Zimbabwe,Zimbabwe,TRUE
2518,1,KT336433,Zimbabwe,Zimbabwe,TRUE
2519,1,KY553272,Zimbabwe,Zimbabwe,TRUE
2520,1,KY553280,Zimbabwe,Zimbabwe,TRUE
2521,1,HQ266625,SouthAfrica,SouthAfrica,TRUE
2523,1,HQ266610,SouthAfrica,SouthAfrica,TRUE
2524,1,KY553279,Zimbabwe,Zimbabwe,TRUE
2525,1,MN264704,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,TRUE
2526,1,MN264709,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,TRUE
2527,1,MN264707,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,TRUE
2528,1,MN264696,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,TRUE
2529,1,MN264710,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,TRUE
2530,1,MN264693,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,TRUE
2531,1,MN264697,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,TRUE
2532,1,MN264708,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,TRUE
2533,1,MN264701,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,TRUE
2534,1,MN264691,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,TRUE
2535,1,KP257624,RepublicoftheCongo,RepublicoftheCongo,TRUE
2536,1,MN264695,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,TRUE
2537,1,MN264703,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,TRUE
2538,1,MN264702,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,TRUE
2539,1,MN264700,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,TRUE
2540,1,MN264706,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,TRUE
2541,1,MN264694,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,TRUE
2542,1,MN264698,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,TRUE
2543,1,MN264692,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,TRUE
2544,1,MN264705,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,TRUE
2545,1,MN264699,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,TRUE
2546,1,MN264711,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,TRUE
2547,1,DQ194877,Namibia,Namibia,TRUE
2548,1,JQ691419,Namibia,Namibia,TRUE
2549,1,DQ194878,Namibia,Namibia,TRUE
2550,1,DQ194880,Namibia,Namibia,TRUE
2551,1,LC380115,Zambia,Zambia,TRUE
2552,1,KF734694,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
2553,1,KF734696,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
2554,1,KF734729,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
2555,1,KF734734,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
2556,1,KF734693,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
2557,1,KT119710,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
2558,1,KT119752,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
2559,1,KT119753,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
2560,1,KF734735,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
2561,1,KF734690,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
2562,1,MF537575,Cameroon,Cameroon,TRUE
2563,1,KT119717,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
2564,1,KT119743,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
2565,1,KT119746,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
2566,1,KT119744,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
2567,1,KT119737,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
2568,1,KT119740,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
2569,1,KT119730,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
2570,1,KT119712,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
2571,1,KT119729,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
2572,1,KT119742,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
2573,1,KT119738,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
2574,1,KT119747,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
2575,1,KT119749,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
2576,1,KT119748,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
2577,1,KT119750,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
2578,1,KT119735,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
2579,1,KT119725,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
2580,1,KT119715,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
2581,1,KT119719,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
2582,1,KT119720,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
2583,1,KT119698,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
2584,1,KT119696,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
2585,1,KT119701,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
2586,1,KT119693,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
2587,1,KT119751,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
2588,1,KT119732,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
2589,1,KT119736,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
2590,1,KT119731,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
2591,1,KT119723,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
2592,1,KT119733,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
