c,l,node,Country_Full,agg,full_sub_same
2593,1,KT119724,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
2594,1,KT119683,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
2595,1,KT119674,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
2596,1,KT119677,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
2597,1,KT119705,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
2598,1,KT119668,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
2599,1,EU853587,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
2600,1,EU853588,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
2601,1,EU853589,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
2602,1,KT119726,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
2603,1,KT119695,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
2604,1,KT119690,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
2605,1,EU853590,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
2606,1,KT119721,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
2607,1,KT119716,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
2608,1,KT119722,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
2609,1,KT119741,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
2610,1,KT119739,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
2611,1,KT119745,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
2612,1,KT119670,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
2613,1,KT119667,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
2614,1,KT119694,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
2615,1,KT119688,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
2616,1,KT119700,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
2618,1,KT119707,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
2619,1,KT119706,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
2620,1,KT119727,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
2621,1,KT119687,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
2622,1,KT119662,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
2623,1,KT119689,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
2624,1,KT119708,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
2625,1,KT119673,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
2626,1,KT119672,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
2627,1,KT119703,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
2628,1,KT119676,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
2630,1,KT119675,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
2631,1,KT119718,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
2632,1,KT119684,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
2633,1,KT119666,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
2634,1,KT119659,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
2635,1,KT119711,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
2636,1,KT119709,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
2637,1,KT119734,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
2638,1,KT119714,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
2639,1,KT119699,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
2640,1,KT119669,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
2641,1,KT119691,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
2642,1,KT119682,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
2643,1,KT119660,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
2644,1,KT119678,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
2645,1,KT119686,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
2646,1,KT119680,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
2647,1,KT119671,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
2648,1,KT119661,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
2649,1,KT119704,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
2650,1,KT119692,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
2651,1,KT119681,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
2652,1,KT119679,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
2653,1,KT119702,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
2654,1,KT119713,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
2655,1,KT119665,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
2656,1,KT119663,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
2657,1,KT119652,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
2658,1,KT119647,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
2659,1,KT119650,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
2660,1,KT119651,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
2661,1,KT119657,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
2662,1,KT119653,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
2663,1,KT119656,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
2664,1,KT119664,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
2665,1,KT119655,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
2666,1,KT119654,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
2667,1,EU853584,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
2668,1,EU853586,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
2669,1,EU853585,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
2670,1,KT119642,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
2671,1,KT119634,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
2672,1,KT119646,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
2673,1,KT119643,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
2674,1,KT119645,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
2675,1,KT119635,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
2676,1,KT119638,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
2677,1,KT119639,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
2678,1,KT119644,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
2679,1,KT119636,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
2680,1,KT119641,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
2681,1,KT119649,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
2682,1,KT119648,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
2683,1,KT119640,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
2684,1,KT119637,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
2685,1,KT119776,Zaire,Zaire,TRUE
2687,1,KY210289,Tanzania,Tanzania,TRUE
2690,1,KY210260,Tanzania,Tanzania,TRUE
2692,1,KY210249,Tanzania,Tanzania,TRUE
2694,1,KY210301,Tanzania,Tanzania,TRUE
2695,1,KY210251,Tanzania,Tanzania,TRUE
2696,1,KY210250,Tanzania,Tanzania,TRUE
2698,1,KY210272,Tanzania,Tanzania,TRUE
2699,1,KY210246,Tanzania,Tanzania,TRUE
2702,1,KR906787,Tanzania,Tanzania,TRUE
2703,1,KY210300,Tanzania,Tanzania,TRUE
2706,1,KY210243,Tanzania,Tanzania,TRUE
2710,1,KR906755,Tanzania,Tanzania,TRUE
2711,1,KY210271,Tanzania,Tanzania,TRUE
2712,1,KR906771,Tanzania,Tanzania,TRUE
2720,1,KY210225,Tanzania,Tanzania,TRUE
2727,1,KY210259,Tanzania,Tanzania,TRUE
2728,1,KR906772,Tanzania,Tanzania,TRUE
2729,1,KR906760,Tanzania,Tanzania,TRUE
2731,1,KR534229,Tanzania,Tanzania,TRUE
2733,1,KY210267,Tanzania,Tanzania,TRUE
2735,1,DQ900567,Tanzania,Tanzania,TRUE
2736,1,KR906788,Tanzania,Tanzania,TRUE
2741,1,KY210230,Tanzania,Tanzania,TRUE
2742,1,KY210226,Tanzania,Tanzania,TRUE
2746,1,KY210262,Tanzania,Tanzania,TRUE
2749,1,KY210273,Tanzania,Tanzania,TRUE
2755,1,KR534235,Tanzania,Tanzania,TRUE
2757,1,KY210228,Tanzania,Tanzania,TRUE
2758,1,MN726825,Tanzania,Tanzania,TRUE
2760,1,KY210268,Tanzania,Tanzania,TRUE
2767,1,KY210287,Tanzania,Tanzania,TRUE
2771,1,KR906780,Tanzania,Tanzania,TRUE
2774,1,KR906773,Tanzania,Tanzania,TRUE
2775,1,MN726817,Tanzania,Tanzania,TRUE
2777,1,MN726820,Tanzania,Tanzania,TRUE
2778,1,MN726818,Tanzania,Tanzania,TRUE
2779,1,MN726835,Tanzania,Tanzania,TRUE
2787,1,KR906737,Tanzania,Tanzania,TRUE
2789,1,KY210221,Tanzania,Tanzania,TRUE
2791,1,MW055048,Kenya,Kenya,TRUE
2792,1,KR906745,Tanzania,Tanzania,TRUE
2794,1,KJ133686,Uganda,Uganda,TRUE
2795,1,KJ133674,Uganda,Uganda,TRUE
2798,1,KR906775,Tanzania,Tanzania,TRUE
2802,1,MG407536,Tanzania,Tanzania,TRUE
2805,1,MG407551,Tanzania,Tanzania,TRUE
2806,1,MG407534,Tanzania,Tanzania,TRUE
2807,1,KR534265,Tanzania,Tanzania,TRUE
2808,1,KR534264,Tanzania,Tanzania,TRUE
2821,1,KR534259,Tanzania,Tanzania,TRUE
2822,1,MG407533,Tanzania,Tanzania,TRUE
2823,1,KR534260,Tanzania,Tanzania,TRUE
2826,1,KR906742,Tanzania,Tanzania,TRUE
2827,1,KR906754,Tanzania,Tanzania,TRUE
2828,1,KR906750,Tanzania,Tanzania,TRUE
2829,1,KF155002,Tanzania,Tanzania,TRUE
2830,1,MN726804,Tanzania,Tanzania,TRUE
2831,1,KR906768,Tanzania,Tanzania,TRUE
2832,1,MN726827,Tanzania,Tanzania,TRUE
2834,1,MN726826,Tanzania,Tanzania,TRUE
2835,1,KR906740,Tanzania,Tanzania,TRUE
2836,1,KR906762,Tanzania,Tanzania,TRUE
2837,1,DQ900568,Tanzania,Tanzania,TRUE
2838,1,KR906767,Tanzania,Tanzania,TRUE
2839,1,DQ900566,Tanzania,Tanzania,TRUE
2840,1,KR906761,Tanzania,Tanzania,TRUE
2842,1,DQ900555,Tanzania,Tanzania,TRUE
2848,1,HM368094,Ghana,Ghana,TRUE
2849,1,KR906741,Tanzania,Tanzania,TRUE
2851,1,KR906753,Tanzania,Tanzania,TRUE
2853,1,KR906749,Tanzania,Tanzania,TRUE
2854,1,LC029893,Uganda,Uganda,TRUE
2855,1,KJ133682,Uganda,Uganda,TRUE
2856,1,KJ133679,Uganda,Uganda,TRUE
2857,1,LC029897,Uganda,Uganda,TRUE
2858,1,KJ133662,Uganda,Uganda,TRUE
2859,1,LC029896,Uganda,Uganda,TRUE
2860,1,LC029889,Uganda,Uganda,TRUE
2861,1,AB505880,Uganda,Uganda,TRUE
2862,1,LC029895,Uganda,Uganda,TRUE
2863,1,LC029891,Uganda,Uganda,TRUE
2864,1,LC029892,Uganda,Uganda,TRUE
2865,1,AB505876,Uganda,Uganda,TRUE
2866,1,AB505878,Uganda,Uganda,TRUE
2867,1,AB505877,Uganda,Uganda,TRUE
2868,1,AB505875,Uganda,Uganda,TRUE
2869,1,LC380116,Zambia,Zambia,TRUE
2870,1,LC380100,Zambia,Zambia,TRUE
2871,1,LC380099,Zambia,Zambia,TRUE
2872,1,LC380105,Zambia,Zambia,TRUE
2873,1,LC380141,Zambia,Zambia,TRUE
2875,1,LC380098,Zambia,Zambia,TRUE
2876,1,LC380097,Zambia,Zambia,TRUE
2877,1,AB572932,Zambia,Zambia,TRUE
2878,1,LC380112,Zambia,Zambia,TRUE
2879,1,LC380124,Zambia,Zambia,TRUE
2880,1,LC380123,Zambia,Zambia,TRUE
2881,1,LC380110,Zambia,Zambia,TRUE
2882,1,LC380200,Zambia,Zambia,TRUE
2883,1,LC380201,Zambia,Zambia,TRUE
2884,1,LC380202,Zambia,Zambia,TRUE
2885,1,LC380188,Zambia,Zambia,TRUE
2886,1,KR906766,Tanzania,Tanzania,TRUE
2887,1,KR906765,Tanzania,Tanzania,TRUE
2888,1,KR906764,Tanzania,Tanzania,TRUE
2889,1,KR906763,Tanzania,Tanzania,TRUE
2890,1,KR906735,Tanzania,Tanzania,TRUE
2891,1,KR906736,Tanzania,Tanzania,TRUE
2892,1,LC380212,Zambia,Zambia,TRUE
2893,1,LC380204,Zambia,Zambia,TRUE
2894,1,LC380109,Zambia,Zambia,TRUE
2895,1,MW074784,Kenya,Kenya,TRUE
2896,1,KJ133687,Uganda,Uganda,TRUE
2897,1,KR534262,Tanzania,Tanzania,TRUE
2898,1,EU853582,Rwanda,Rwanda,TRUE
2899,1,KX148205,Rwanda,Rwanda,TRUE
2900,1,EU853583,Burundi,Burundi,TRUE
2901,1,KR906777,Tanzania,Tanzania,TRUE
2910,1,KR906784,Tanzania,Tanzania,TRUE
2911,1,KY210294,Tanzania,Tanzania,TRUE
2912,1,KY210279,Tanzania,Tanzania,TRUE
2913,1,KY210242,Tanzania,Tanzania,TRUE
2914,1,KY210270,Tanzania,Tanzania,TRUE
2915,1,KY210269,Tanzania,Tanzania,TRUE
2922,1,KY210240,Tanzania,Tanzania,TRUE
2923,1,KY210304,Tanzania,Tanzania,TRUE
2926,1,KR534230,Tanzania,Tanzania,TRUE
2927,1,KY210254,Tanzania,Tanzania,TRUE
2929,1,KY210255,Tanzania,Tanzania,TRUE
2930,1,KY210253,Tanzania,Tanzania,TRUE
2932,1,MN726833,Tanzania,Tanzania,TRUE
2933,1,KY210264,Tanzania,Tanzania,TRUE
2934,1,MW055042,Kenya,Kenya,TRUE
2935,1,MN726816,Kenya,Kenya,TRUE
2936,1,KR906785,Tanzania,Tanzania,TRUE
2938,1,KR534234,Tanzania,Tanzania,TRUE
2939,1,KR906759,Tanzania,Tanzania,TRUE
2942,1,KR534238,Tanzania,Tanzania,TRUE
2949,1,KY210280,Tanzania,Tanzania,TRUE
2950,1,KR534219,Tanzania,Tanzania,TRUE
2951,1,KR906734,Tanzania,Tanzania,TRUE
2952,1,KY210223,Tanzania,Tanzania,TRUE
2953,1,MW055047,Kenya,Kenya,TRUE
2954,1,MW055043,Kenya,Kenya,TRUE
2955,1,KC792032,Kenya,Kenya,TRUE
2956,1,MW055045,Kenya,Kenya,TRUE
2957,1,MN726814,Kenya,Kenya,TRUE
2958,1,MW055116,Kenya,Kenya,TRUE
2959,1,MW055044,Kenya,Kenya,TRUE
2960,1,MW055115,Kenya,Kenya,TRUE
2961,1,MW055046,Kenya,Kenya,TRUE
2962,1,MN726821,Kenya,Kenya,TRUE
2963,1,MW055113,Kenya,Kenya,TRUE
2964,1,MW055117,Kenya,Kenya,TRUE
2965,1,MN726831,Kenya,Kenya,TRUE
2966,1,KX148207,Kenya,Kenya,TRUE
2967,1,DQ900579,Tanzania,Tanzania,TRUE
2968,1,DQ900574,Tanzania,Tanzania,TRUE
2969,1,DQ900573,Tanzania,Tanzania,TRUE
2970,1,DQ900553,Tanzania,Tanzania,TRUE
2971,1,DQ900547,Tanzania,Tanzania,TRUE
2972,1,DQ900559,Tanzania,Tanzania,TRUE
2973,1,DQ900560,Tanzania,Tanzania,TRUE
2974,1,DQ900548,Tanzania,Tanzania,TRUE
2975,1,DQ900572,Tanzania,Tanzania,TRUE
2976,1,DQ900558,Tanzania,Tanzania,TRUE
2977,1,KR906739,Tanzania,Tanzania,TRUE
2981,1,DQ900569,Tanzania,Tanzania,TRUE
2982,1,DQ900552,Tanzania,Tanzania,TRUE
2986,1,KY210252,Tanzania,Tanzania,TRUE
2987,1,KY210245,Tanzania,Tanzania,TRUE
2988,1,KR906790,Tanzania,Tanzania,TRUE
2989,1,KY210311,Tanzania,Tanzania,TRUE
2990,1,KY210263,Tanzania,Tanzania,TRUE
2991,1,KR906779,Tanzania,Tanzania,TRUE
2992,1,KY210309,Tanzania,Tanzania,TRUE
2995,1,DQ900557,Tanzania,Tanzania,TRUE
2996,1,DQ900550,Tanzania,Tanzania,TRUE
2998,1,DQ900564,Tanzania,Tanzania,TRUE
2999,1,DQ900563,Tanzania,Tanzania,TRUE
3000,1,DQ900565,Tanzania,Tanzania,TRUE
3001,1,DQ900561,Tanzania,Tanzania,TRUE
3002,1,DQ900570,Tanzania,Tanzania,TRUE
3003,1,KX148206,Tanzania,Tanzania,TRUE
3004,1,KR906769,Tanzania,Tanzania,TRUE
3005,1,KY210275,Tanzania,Tanzania,TRUE
3006,1,KJ133664,Uganda,Uganda,TRUE
3007,1,KJ133661,Uganda,Uganda,TRUE
3008,1,KJ133670,Uganda,Uganda,TRUE
3009,1,KJ133673,Uganda,Uganda,TRUE
3010,1,KJ133665,Uganda,Uganda,TRUE
3011,1,KJ133684,Uganda,Uganda,TRUE
3012,1,KJ133671,Uganda,Uganda,TRUE
3013,1,KJ133685,Uganda,Uganda,TRUE
3014,1,LC029894,Uganda,Uganda,TRUE
3015,1,KJ133677,Uganda,Uganda,TRUE
3016,1,KJ133680,Uganda,Uganda,TRUE
3017,1,KJ133681,Uganda,Uganda,TRUE
3018,1,KJ133678,Uganda,Uganda,TRUE
3019,1,KJ133675,Uganda,Uganda,TRUE
3020,1,KJ133666,Uganda,Uganda,TRUE
3021,1,LC380113,Zambia,Zambia,TRUE
3022,1,LC380090,Zambia,Zambia,TRUE
3023,1,LC380131,Zambia,Zambia,TRUE
3025,1,LC380136,Zambia,Zambia,TRUE
3026,1,AB572944,Zambia,Zambia,TRUE
3027,1,AB572954,Zambia,Zambia,TRUE
3028,1,AB572956,Zambia,Zambia,TRUE
3029,1,AB572959,Zambia,Zambia,TRUE
3030,1,AB572955,Zambia,Zambia,TRUE
3031,1,AB572930,Zambia,Zambia,TRUE
3032,1,AB572953,Zambia,Zambia,TRUE
3033,1,LC380111,Zambia,Zambia,TRUE
3034,1,AB572952,Zambia,Zambia,TRUE
3035,1,AB572942,Zambia,Zambia,TRUE
3038,1,AB572961,Zambia,Zambia,TRUE
3039,1,AB572940,Zambia,Zambia,TRUE
3040,1,AB284514,Zambia,Zambia,TRUE
3041,1,AB572960,Zambia,Zambia,TRUE
3042,1,LC380096,Zambia,Zambia,TRUE
3043,1,LC380140,Zambia,Zambia,TRUE
3045,1,AB572943,Zambia,Zambia,TRUE
3046,1,LC380114,Zambia,Zambia,TRUE
3047,1,AB284512,Zambia,Zambia,TRUE
3049,1,AB284515,Zambia,Zambia,TRUE
3050,1,AB572957,Zambia,Zambia,TRUE
3051,1,AB572958,Zambia,Zambia,TRUE
3052,1,AB572945,Zambia,Zambia,TRUE
3053,1,AB572929,Zambia,Zambia,TRUE
3054,1,AB284511,Zambia,Zambia,TRUE
3055,1,AB284507,Zambia,Zambia,TRUE
3056,1,AB284513,Zambia,Zambia,TRUE
3057,1,AB572936,Zambia,Zambia,TRUE
3058,1,AB572931,Zambia,Zambia,TRUE
3059,1,AB572935,Zambia,Zambia,TRUE
3060,1,AB572949,Zambia,Zambia,TRUE
3061,1,AB572946,Zambia,Zambia,TRUE
3062,1,AB572939,Zambia,Zambia,TRUE
3063,1,AB572938,Zambia,Zambia,TRUE
3064,1,AB572948,Zambia,Zambia,TRUE
3065,1,AB572947,Zambia,Zambia,TRUE
3066,1,AB572937,Zambia,Zambia,TRUE
3067,1,AB572933,Zambia,Zambia,TRUE
3068,1,AB285215,Zambia,Zambia,TRUE
3069,1,AB284510,Zambia,Zambia,TRUE
3070,1,AB284509,Zambia,Zambia,TRUE
3071,1,AB284516,Zambia,Zambia,TRUE
3072,1,LC380129,Zambia,Zambia,TRUE
3073,1,LC380135,Zambia,Zambia,TRUE
3074,1,LC380137,Zambia,Zambia,TRUE
3075,1,LC380119,Zambia,Zambia,TRUE
3076,1,LC380122,Zambia,Zambia,TRUE
3077,1,AB572928,Zambia,Zambia,TRUE
3078,1,LC380127,Zambia,Zambia,TRUE
3079,1,AB572934,Zambia,Zambia,TRUE
3080,1,LC380108,Zambia,Zambia,TRUE
3081,1,LC380106,Zambia,Zambia,TRUE
3082,1,LC380104,Zambia,Zambia,TRUE
3083,1,LC380107,Zambia,Zambia,TRUE
3084,1,LC380160,Zimbabwe,Zimbabwe,TRUE
3085,1,LC380143,Zambia,unresolved,FALSE
3086,1,LC380155,Zimbabwe,Zimbabwe,TRUE
3087,1,LC380102,Zambia,Zambia,TRUE
3088,1,LC380217,Zambia,Zambia,TRUE
3089,1,LC380134,Zambia,Zambia,TRUE
3090,1,KT119781,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
3091,1,KT119780,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
3092,1,KX148208,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
3093,1,LC029890,Uganda,Uganda,TRUE
3094,1,KJ133668,Uganda,Uganda,TRUE
3095,1,LC380178,Zambia,Zambia,TRUE
3096,1,LC380216,Zambia,Zambia,TRUE
3097,1,LC380179,Zambia,Zambia,TRUE
3098,1,LC380219,Zambia,Zambia,TRUE
3099,1,LC380183,Zambia,Zambia,TRUE
3100,1,LC380185,Zambia,Zambia,TRUE
3101,1,LC380218,Zambia,Zambia,TRUE
3102,1,LC380215,Zambia,Zambia,TRUE
3103,1,LC380214,Zambia,Zambia,TRUE
3104,1,LC380182,Zambia,Zambia,TRUE
3105,1,LC380181,Zambia,Zambia,TRUE
3106,1,LC380184,Zambia,Zambia,TRUE
3107,1,LC380180,Zambia,Zambia,TRUE
3108,1,KR906752,Tanzania,Tanzania,TRUE
3109,1,KR906748,Tanzania,Tanzania,TRUE
3110,1,DQ420624,Madagascar,Madagascar,TRUE
3111,1,KX148209,Madagascar,Madagascar,TRUE
3112,1,KU055519,Madagascar,Madagascar,TRUE
3113,1,KC787065,Madagascar,Madagascar,TRUE
3114,1,DQ420623,Madagascar,Madagascar,TRUE
3115,1,KC787066,Madagascar,Madagascar,TRUE
3116,1,KX148210,Madagascar,Madagascar,TRUE
3117,1,MN991295,Madagascar,Madagascar,TRUE
3118,1,MN991294,Madagascar,Madagascar,TRUE
3120,1,MN991297,Madagascar,Madagascar,TRUE
3121,1,MN991296,Madagascar,Madagascar,TRUE
3122,1,KC787053,Madagascar,Madagascar,TRUE
3123,1,KC787050,Madagascar,Madagascar,TRUE
3124,1,KC787059,Madagascar,Madagascar,TRUE
3125,1,KC787064,Madagascar,Madagascar,TRUE
3126,1,KC787061,Madagascar,Madagascar,TRUE
3127,1,KC787062,Madagascar,Madagascar,TRUE
3128,1,KC787057,Madagascar,Madagascar,TRUE
3129,1,KC787063,Madagascar,Madagascar,TRUE
3130,1,KC787060,Madagascar,Madagascar,TRUE
3131,1,KC787055,Madagascar,Madagascar,TRUE
3132,1,KC787051,Madagascar,Madagascar,TRUE
3133,1,KC787074,Madagascar,Madagascar,TRUE
3134,1,KC787052,Madagascar,Madagascar,TRUE
3135,1,KC787058,Madagascar,Madagascar,TRUE
3136,1,KC787054,Madagascar,Madagascar,TRUE
3137,1,KC787070,Madagascar,Madagascar,TRUE
3138,1,KC787073,Madagascar,Madagascar,TRUE
3139,1,KC787071,Madagascar,Madagascar,TRUE
3140,1,KC787068,Madagascar,Madagascar,TRUE
3141,1,KC787067,Madagascar,Madagascar,TRUE
3142,1,KX148211,Madagascar,Madagascar,TRUE
3143,1,KC787069,Madagascar,Madagascar,TRUE
3144,1,KC787072,Madagascar,Madagascar,TRUE
3145,1,MZ418066,Ethiopia,Ethiopia,TRUE
3146,1,MZ418072,Ethiopia,Ethiopia,TRUE
3147,1,MZ418067,Ethiopia,Ethiopia,TRUE
3148,1,MZ418071,Ethiopia,Ethiopia,TRUE
3149,1,MZ418069,Ethiopia,Ethiopia,TRUE
3150,1,MZ418068,Ethiopia,Ethiopia,TRUE
3151,1,MZ418070,Ethiopia,Ethiopia,TRUE
3152,1,MZ418062,Ethiopia,Ethiopia,TRUE
3153,1,MZ418074,Ethiopia,Ethiopia,TRUE
3154,1,MZ418073,Ethiopia,Ethiopia,TRUE
3155,1,MZ418063,Ethiopia,Ethiopia,TRUE
3156,1,MZ418065,Ethiopia,Ethiopia,TRUE
3157,1,MZ418064,Ethiopia,Ethiopia,TRUE
3158,1,MZ418061,Ethiopia,Ethiopia,TRUE
3159,1,MZ418060,Ethiopia,Ethiopia,TRUE
3160,1,MZ418058,Ethiopia,Ethiopia,TRUE
3161,1,MZ418059,Ethiopia,Ethiopia,TRUE
3162,1,MZ418057,Ethiopia,Ethiopia,TRUE
3163,1,MZ418041,Ethiopia,Ethiopia,TRUE
3164,1,MZ418037,Ethiopia,Ethiopia,TRUE
3165,1,MZ418051,Ethiopia,Ethiopia,TRUE
3166,1,MZ418038,Ethiopia,Ethiopia,TRUE
3167,1,MZ418045,Ethiopia,Ethiopia,TRUE
3168,1,MZ418044,Ethiopia,Ethiopia,TRUE
3169,1,MZ418047,Ethiopia,Ethiopia,TRUE
3170,1,MZ418049,Ethiopia,Ethiopia,TRUE
3171,1,MZ418046,Ethiopia,Ethiopia,TRUE
3172,1,MZ418043,Ethiopia,Ethiopia,TRUE
3173,1,MZ418042,Ethiopia,Ethiopia,TRUE
3174,1,MZ418050,Ethiopia,Ethiopia,TRUE
3175,1,MZ418040,Ethiopia,Ethiopia,TRUE
3176,1,MZ418054,Ethiopia,Ethiopia,TRUE
3177,1,MZ418052,Ethiopia,Ethiopia,TRUE
3178,1,MZ418056,Ethiopia,Ethiopia,TRUE
3179,1,MZ418053,Ethiopia,Ethiopia,TRUE
3180,1,MZ418055,Ethiopia,Ethiopia,TRUE
3181,1,MZ418075,Ethiopia,Ethiopia,TRUE
3182,1,MZ418020,Ethiopia,Ethiopia,TRUE
3184,1,MZ418017,Ethiopia,Ethiopia,TRUE
3185,1,MZ418018,Ethiopia,Ethiopia,TRUE
3186,1,MZ418021,Ethiopia,Ethiopia,TRUE
3187,1,MZ418023,Ethiopia,Ethiopia,TRUE
3188,1,MZ418024,Ethiopia,Ethiopia,TRUE
3189,1,MZ418025,Ethiopia,Ethiopia,TRUE
3190,1,MZ418013,Ethiopia,Ethiopia,TRUE
3191,1,MZ418014,Ethiopia,Ethiopia,TRUE
3192,1,MZ418015,Ethiopia,Ethiopia,TRUE
3193,1,MZ418009,Ethiopia,Ethiopia,TRUE
3194,1,MZ418027,Ethiopia,Ethiopia,TRUE
3195,1,MZ418026,Ethiopia,Ethiopia,TRUE
3196,1,MZ418022,Ethiopia,Ethiopia,TRUE
3197,1,MZ418010,Ethiopia,Ethiopia,TRUE
3198,1,MZ418012,Ethiopia,Ethiopia,TRUE
3199,1,MZ418011,Ethiopia,Ethiopia,TRUE
3200,1,MZ418029,Ethiopia,Ethiopia,TRUE
3201,1,MZ418034,Ethiopia,Ethiopia,TRUE
3202,1,MZ418032,Ethiopia,Ethiopia,TRUE
3203,1,MZ418031,Ethiopia,Ethiopia,TRUE
3206,1,MZ418028,Ethiopia,Ethiopia,TRUE
3207,1,MZ418035,Ethiopia,Ethiopia,TRUE
3208,1,MZ418036,Ethiopia,Ethiopia,TRUE
3209,1,MZ417986,Ethiopia,Ethiopia,TRUE
3210,1,MZ417992,Ethiopia,Ethiopia,TRUE
3211,1,MZ417991,Ethiopia,Ethiopia,TRUE
3212,1,MZ417989,Ethiopia,Ethiopia,TRUE
3213,1,MZ417987,Ethiopia,Ethiopia,TRUE
3214,1,MZ417990,Ethiopia,Ethiopia,TRUE
