node	Country_Full	agg
HM852154	Slovenia	Slovenia
HM852177	Slovenia	Slovenia
MG458310	Serbia	Serbia
KP723635	UnitedArabEmirates	UnitedArabEmirates
HM543738	Norway	Norway
KX148232	Coted'Ivoire	Coted'Ivoire
FJ545676	Coted'Ivoire	Coted'Ivoire
EU853618	Coted'Ivoire	Coted'Ivoire
EU853619	Coted'Ivoire	Coted'Ivoire
KX148233	Coted'Ivoire	Coted'Ivoire
EU853617	Coted'Ivoire	Coted'Ivoire
EU853616	Coted'Ivoire	Coted'Ivoire
FJ545684	Coted'Ivoire	Coted'Ivoire
FJ545659	Coted'Ivoire	Coted'Ivoire
EU853615	Coted'Ivoire	Coted'Ivoire
FJ545681	Coted'Ivoire	Coted'Ivoire
GU815997	Coted'Ivoire	Coted'Ivoire
KX148235	Coted'Ivoire	Coted'Ivoire
EU853621	Coted'Ivoire	Coted'Ivoire
FJ545677	Coted'Ivoire	Coted'Ivoire
KU055562	Coted'Ivoire	Coted'Ivoire
n2	USA	USA
n22	USA	USA
n33	USA	USA
n4	USA	USA
n2021	China	China
n20212021	China	China
n2022	China	China
n20222022	China	China
n455	Zambia	Zambia
n455455	Zambia	CentralAfricanRepublic
n456	Zambia	Zambia
n456456	Zambia	Zambia
n1086	India	India
n10861086	India	India
n1087	India	Bhutan
n10871087	India	India
n457	Zambia	Zambia
n2023	China	China
n1283	Canada	Canada
n12831283	Canada	USA
n16471647	Philippines	Philippines
n1284	Canada	Russia
n1648	Philippines	Philippines
n1509	Nigeria	Nigeria
n12841284	Greenland	Greenland
n2024	China	China
n15091509	Nigeria	unresolved
n16481648	Philippines	Philippines
n1649	Philippines	Philippines
n16491649	Philippines	Philippines
n1285	Greenland	Greenland
n457457	Zambia	SouthAfrica
n1286	Greenland	Greenland
n1650	Philippines	Philippines
n458	SouthAfrica	SouthAfrica
n458458	SouthAfrica	SouthAfrica
n2176	China	China
n899	USA	USA
n16501650	Philippines	Philippines
n899899	USA	USA
n900900	USA	USA
n20242024	China	China
n582582	Zambia	Zambia
n1921	Thailand	Thailand
n100	Poland	Poland
n172	Russia	Russia
n172172	Russia	Russia
n12	BosniaandHerzegovina	Serbia
n19221922	Thailand	Thailand
n100100	Poland	Poland
n1212	BosniaandHerzegovina	Slovenia
n1923	Thailand	Cambodia
n583	Zambia	Uganda
n901	Mexico	Mexico
n583583	Zambia	Tanzania
n459	SouthAfrica	SouthAfrica
n1798	China	China
n1651	Philippines	Philippines
n101	Poland	Ukraine
n17981798	China	China
n16511651	Philippines	Philippines
n1510	Nigeria	Nigeria
n1652	Philippines	Philippines
n311311	Iraq	Iran
n705705	Sudan	Sudan
n706	Sudan	Sudan
n312	Iran	Iraq
n1924	Thailand	Thailand
n13	BosniaandHerzegovina	Slovenia
n15101510	Nigeria	Nigeria
n1169	Pakistan	India
n12861286	Canada	Greenland
n19241924	Thailand	Thailand
n10881088	India	India
n21762176	China	China
n1925	Thailand	Thailand
n173173	Russia	Russia
n11691169	Pakistan	India
n16521652	Philippines	Philippines
n20262026	China	China
n1799	China	China
n15631563	Mauritania	Senegal
n2177	China	Thailand
n1564	Mauritania	Niger
n706706	Sudan	unresolved
n1926	Cambodia	Cambodia
n707	Ethiopia	Ethiopia
n1089	India	India
n707707	Ethiopia	Ethiopia
n584	Zambia	Tanzania
n708	Ethiopia	Ethiopia
n708708	Ethiopia	Ethiopia
n1287	Canada	Greenland
n709	Ethiopia	Ethiopia
n12871287	Canada	Greenland
n174	Russia	Russia
n1288	Canada	Canada
n1653	Philippines	Philippines
n709709	Ethiopia	Ethiopia
n14	BosniaandHerzegovina	Slovenia
n710	Ethiopia	Ethiopia
n710710	Ethiopia	Ethiopia
n1512	Nigeria	Nigeria
n12881288	Canada	Canada
n15121512	Nigeria	Cameroon
n1170	Pakistan	India
n1289	Canada	Canada
n711	Ethiopia	Ethiopia
n1927	Cambodia	Cambodia
n901901	Mexico	Mexico
n460	Namibia	SouthAfrica
n59	Serbia	Serbia
n785785	USA	USA
n847	Brazil	Brazil
n11701170	Pakistan	India
n847847	Brazil	Brazil
n902	Mexico	Mexico
n1513	Nigeria	Nigeria
n313313	Iran	Iran
n1171	Pakistan	India
n19271927	Cambodia	Cambodia
n14631463	SouthKorea	SouthKorea
n174174	Russia	Russia
n101101	Romania	Romania
n20272027	China	China
n515	SouthAfrica	SouthAfrica
n515515	SouthAfrica	SouthAfrica
n763	Gabon	Gabon
n1874	Taiwan	Taiwan
n5959	Serbia	Serbia
n128	Estonia	Finland
n1464	SouthKorea	SouthKorea
n14641464	SouthKorea	SouthKorea
n15131513	Nigeria	Nigeria
n17991799	China	China
n128128	Estonia	Latvia
n15641564	Mauritania	Senegal
n21142114	China	China
n763763	Cameroon	Cameroon
n516	SouthAfrica	SouthAfrica
n12901290	Canada	Canada
n560	Zambia	Zambia
n16541654	Philippines	Philippines
n560560	CentralAfricanRepublic	CentralAfricanRepublic
n968	Mexico	Mexico
n129	Estonia	Poland
n17191719	Philippines	Philippines
n129129	Estonia	Latvia
n968968	USA	USA
n18741874	Taiwan	Taiwan
n175175	Mongolia	Mongolia
n1720	Philippines	Philippines
n1875	Taiwan	Taiwan
n419	Iraq	Iraq
n969	USA	USA
n275275	Romania	Russia
n102	Romania	Romania
n1514	Nigeria	Nigeria
n2214	China	VietNam
n492492	SouthAfrica	SouthAfrica
n848	Brazil	Brazil
n15141514	Nigeria	Nigeria
n10901090	India	India
n17201720	Philippines	Philippines
n586	Tanzania	Tanzania
n1291	Canada	Canada
n1801	China	China
n460460	SouthAfrica	SouthAfrica
n18751875	Taiwan	Taiwan
n12911291	Canada	Canada
n239	Russia	Russia
n1721	Philippines	Philippines
n1876	Taiwan	Taiwan
n2337	SriLanka	SriLanka
n23372337	SriLanka	SriLanka
n1292	Canada	Canada
n902902	Cuba	Cuba
n561	CentralAfricanRepublic	CentralAfricanRepublic
n561561	CentralAfricanRepublic	CentralAfricanRepublic
n587	Tanzania	Tanzania
n2338	SriLanka	SriLanka
n103	Romania	Hungary
n587587	Tanzania	Tanzania
n978978	USA	USA
n645645	Tanzania	Kenya
n786	USA	USA
n461	SouthAfrica	Namibia
n562	CentralAfricanRepublic	CentralAfricanRepublic
n646646	Tanzania	Tanzania
n786786	USA	USA
n903	Cuba	Cuba
n10391039	SouthAfrica	SouthAfrica
n11491149	India	India
n1040	SouthAfrica	SouthAfrica
n23382338	SriLanka	SriLanka
n11711171	India	India
n130	Estonia	Latvia
n60	Serbia	Serbia
n589	Tanzania	Tanzania
n2339	SriLanka	SriLanka
n15151515	Nigeria	Nigeria
n903903	Cuba	Cuba
n18761876	Taiwan	Taiwan
n1928	Cambodia	Cambodia
n15	Slovenia	Italy
n6060	Serbia	Serbia
n314	SaudiArabia	SaudiArabia
n1116	India	India
n18301830	China	China
n276	Romania	Romania
n647	Tanzania	Tanzania
n336336	Iran	Iran
n516516	SouthAfrica	SouthAfrica
n979	USA	USA
n61	Serbia	Serbia
n276276	Russia	Russia
n517	SouthAfrica	SouthAfrica
n1465	SouthKorea	SouthKorea
n1613	Niger	Ghana
n1358	Greenland	Canada
n2323	Italy	Italy
n421	Turkey	Georgia
n11501150	India	India
n12691269	Nepal	Nepal
n1516	Nigeria	Nigeria
n277	Russia	Russia
n517517	SouthAfrica	SouthAfrica
n827827	France	France
n1270	Nepal	Nepal
n14651465	SouthKorea	SouthKorea
n6161	Serbia	Serbia
n764	Cameroon	Cameroon
n493493	SouthAfrica	SouthAfrica
n848848	Brazil	Brazil
n372	Israel	Israel
n518	SouthAfrica	SouthAfrica
n765	Tanzania	Cameroon
n10401040	SouthAfrica	SouthAfrica
n979979	USA	USA
n12701270	Nepal	Nepal
n485	Namibia	Namibia
n904	Cuba	Cuba
n1566	Mauritania	unresolved
n11161116	India	India
n62	Serbia	Serbia
n485485	Namibia	Namibia
n647647	Tanzania	Kenya
n15161516	Nigeria	Nigeria
n337	Iran	Iran
n401	Turkey	Turkey
n1466	SouthKorea	SouthKorea
n1857	China	China
n462	SouthAfrica	Zambia
n681	Zambia	Zambia
n13581358	Canada	Canada
n14661466	SouthKorea	SouthKorea
n16551655	Philippines	Philippines
n828	France	France
n944	Mexico	Mexico
n1198	Pakistan	unresolved
n337337	Iran	Iran
n518518	SouthAfrica	SouthAfrica
n648	Kenya	Kenya
n1467	SouthKorea	SouthKorea
n1590	Mauritania	Mauritania
n19281928	Cambodia	Cambodia
n711711	Ethiopia	Ethiopia
n1550	Chad	Chad
n23392339	SriLanka	SriLanka
n494	SouthAfrica	SouthAfrica
n1929	Cambodia	Cambodia
n277277	Russia	Russia
n372372	Israel	Israel
n849	Brazil	Brazil
n944944	Mexico	Mexico
n2259	China	China
n278	Russia	Russia
n1041	SouthAfrica	SouthAfrica
n14671467	SouthKorea	SouthKorea
n875	Brazil	Brazil
n494494	SouthAfrica	SouthAfrica
n904904	Cuba	Cuba
n1271	Nepal	Nepal
n829829	Canada	CzechRepublic
n905	Cuba	Cuba
n13591359	Canada	Canada
n240240	Ukraine	Ukraine
n830	CzechRepublic	CzechRepublic
n17771777	Philippines	Philippines
n1877	Taiwan	Taiwan
n83	Serbia	Serbia
n103103	Romania	Romania
n401401	Turkey	Turkey
n875875	Brazil	Brazil
n1173	India	India
n11991199	India	India
n15511551	Chad	Chad
n4444	Poland	Poland
n8383	Serbia	Serbia
n535535	SouthAfrica	SouthAfrica
n649	Kenya	Kenya
n23162316	Indonesia	Indonesia
n278278	Russia	Russia
n462462	SouthAfrica	Zambia
n619	Tanzania	Tanzania
n787	USA	USA
n1360	Canada	Canada
n787787	USA	USA
n831	CzechRepublic	CzechRepublic
n13601360	Canada	Canada
n316	Oman	Oman
n681681	Zambia	Zambia
n831831	CzechRepublic	CzechRepublic
n1701	Philippines	Philippines
n2375	India	India
n1515	Slovenia	BosniaandHerzegovina
n114114	Hungary	Hungary
n338338	Iran	Iran
n589589	Tanzania	Tanzania
n12001200	India	India
n12461246	Afghanistan	India
n463	Zambia	Zambia
n747	Morocco	Morocco
n807807	USA	USA
n832	CzechRepublic	Poland
n980980	USA	France
n10411041	SouthAfrica	SouthAfrica
n519	SouthAfrica	SouthAfrica
n747747	Morocco	Morocco
n775775	Ghana	Ghana
n876	Brazil	Brazil
n339	Iran	Iran
n905905	Cuba	Cuba
n1042	SouthAfrica	SouthAfrica
n1778	Philippines	Philippines
n487	Namibia	Namibia
n12311231	Bhutan	Bangladesh
n23752375	India	India
n84	Serbia	Serbia
n876876	Brazil	Brazil
n11731173	India	India
n15901590	Mauritania	Senegal
n373	Israel	Israel
n536536	Zimbabwe	Zimbabwe
n602	Tanzania	Tanzania
n788788	USA	USA
n872	Brazil	Brazil
n155	Poland	Poland
n241	Ukraine	Russia
n12021202	India	Oman
n16141614	BurkinaFaso	BurkinaFaso
n18771877	Taiwan	Taiwan
n590	Tanzania	Tanzania
n837	Peru	Peru
n877	Brazil	Brazil
n945945	Mexico	Mexico
n1552	Chad	Chad
n1753	Philippines	Philippines
n186	Mongolia	Mongolia
n946	Mexico	Mexico
n13291329	Canada	Greenland
n15521552	Chad	Chad
n16621662	Philippines	Philippines
n17651765	Philippines	Philippines
n2301	China	China
n186186	Mongolia	Mongolia
n837837	Peru	Peru
n946946	Mexico	Mexico
n1553	CentralAfricanRepublic	CentralAfricanRepublic
n1634	Cameroon	Cameroon
n1766	Philippines	Philippines
n2340	SriLanka	SriLanka
n838	Peru	Peru
n2121	Italy	Italy
n8484	Slovenia	Croatia
n872872	Brazil	Brazil
n16731673	Philippines	Philippines
n17011701	Philippines	Philippines
n23402340	SriLanka	SriLanka
n712	Ethiopia	Ethiopia
n839	Peru	Peru
n12711271	Nepal	Nepal
n1635	Cameroon	Cameroon
n294294	Romania	Hungary
n317317	Oman	Oman
n712712	Ethiopia	Ethiopia
n13611361	Canada	Canada
n16351635	CentralAfricanRepublic	CentralAfricanRepublic
n2275	China	China
n295	Romania	Hungary
n591	Tanzania	Tanzania
n696696	Madagascar	Madagascar
n808	USA	USA
n697	Madagascar	Madagascar
n13461346	Canada	Greenland
n1592	Senegal	Senegal
n94	Serbia	Serbia
n225	Russia	Russia
n650	Tanzania	Tanzania
n906	Cuba	Cuba
n1482	SouthKorea	SouthKorea
n15531553	CentralAfricanRepublic	CentralAfricanRepublic
n1722	Philippines	Philippines
n17661766	Philippines	Philippines
n1890	Taiwan	Taiwan
n789	USA	USA
n11861186	India	India
n15171517	Nigeria	Nigeria
n1767	Philippines	Philippines
n1951	Thailand	Thailand
n23022302	China	China
n402	Turkey	Turkey
n421421	Russia	Georgia
n713	Ethiopia	Ethiopia
n730	Tanzania	Uganda
n789789	USA	USA
n849849	Brazil	Brazil
n10251025	Egypt	Egypt
n1468	SouthKorea	SouthKorea
n1615	BurkinaFaso	BurkinaFaso
n1702	Philippines	Philippines
n2341	SriLanka	SriLanka
n115	Hungary	Hungary
n120	Romania	Poland
n198198	Mongolia	Russia
n267267	Tajikistan	Tajikistan
n14231423	Russia	USA
n14681468	SouthKorea	SouthKorea
n14821482	SouthKorea	SouthKorea
n15921592	Senegal	Senegal
n104	Romania	Hungary
n1026	Egypt	Egypt
n12241224	Pakistan	Nepal
n1330	Canada	Greenland
n13471347	Canada	Greenland
n1554	CentralAfricanRepublic	CentralAfricanRepublic
n1593	Senegal	Senegal
n16911691	Philippines	Philippines
n120120	Romania	Poland
n155155	Ukraine	Ukraine
n254254	Russia	Russia
n682	Zambia	Zambia
n1014	USA	USA
n13621362	Canada	Canada
n1692	Philippines	Philippines
n17781778	Philippines	Philippines
n2317	Indonesia	Indonesia
n85	Croatia	Croatia
n115115	Hungary	Hungary
n557557	Namibia	Namibia
n748748	Algeria	Algeria
n947	Mexico	Mexico
n1072	SouthAfrica	SouthAfrica
n1138	India	India
n199199	Russia	Russia
n650650	Tanzania	Tanzania
n715715	Ethiopia	Ethiopia
n749	Algeria	Algeria
n776	Ghana	Ghana
n10261026	Egypt	Egypt
n10721072	SouthAfrica	SouthAfrica
n12631263	Pakistan	Pakistan
n1483	SouthKorea	SouthKorea
n17671767	Philippines	Philippines
n45	Poland	Poland
n558	Namibia	Namibia
n577577	CentralAfricanRepublic	CentralAfricanRepublic
n651	Tanzania	Tanzania
n682682	Zambia	Zambia
n850850	Brazil	Brazil
n973	USA	USA
n10141014	USA	USA
n1247	Afghanistan	Afghanistan
n1264	Pakistan	Afghanistan
n1536	Nigeria	Nigeria
n23762376	India	India
n405	Turkey	Turkey
n448	Grenada	Grenada
n737737	Sudan	Sudan
n906906	Cuba	Cuba
n10421042	SouthAfrica	SouthAfrica
n1363	Canada	Canada
n1442	Canada	Greenland
n19131913	Taiwan	Taiwan
n1943	Cambodia	Cambodia
n2120	China	China
n4545	Poland	Poland
n176176	Mongolia	Mongolia
n373373	Israel	Israel
n402402	Turkey	Turkey
n448448	Grenada	Grenada
n487487	Namibia	Namibia
n578	CentralAfricanRepublic	CentralAfricanRepublic
n717717	Ethiopia	Ethiopia
n731	Tanzania	Kenya
n738	Sudan	Sudan
n749749	Tunisia	Tunisia
n1003	USA	USA
n1043	SouthAfrica	SouthAfrica
n10521052	SouthAfrica	SouthAfrica
n1257	Afghanistan	Afghanistan
n15361536	Cameroon	Cameroon
n1624	Niger	Niger
n17531753	Philippines	Philippines
n1902	Taiwan	Taiwan
n19291929	Cambodia	Cambodia
n1996	Laos	Laos
n2327	China	China
n268	Tajikistan	Tajikistan
n403	Israel	Israel
n449	Grenada	Grenada
n558558	DemocraticRepublicoftheCongo	DemocraticRepublicoftheCongo
n602602	Tanzania	Tanzania
n607607	Tanzania	Tanzania
n790	USA	USA
n859859	Brazil	Brazil
n878878	Brazil	Brazil
n1106	India	India
n1433	Greenland	Canada
n1693	Philippines	Philippines
n1754	Philippines	Philippines
n2377	India	India
n30	Italy	Italy
n6969	Serbia	Serbia
n121	Romania	Poland
n156	Romania	Romania
n225225	Russia	Russia
n405405	Turkey	Turkey
n578578	CentralAfricanRepublic	CentralAfricanRepublic
n603	Tanzania	Tanzania
n750	Tunisia	Tunisia
n766	Cameroon	Cameroon
n1027	Egypt	Egypt
n1073	SouthAfrica	SouthAfrica
n12321232	Bhutan	Bangladesh
n1295	Canada	Canada
n13901390	Canada	Canada
n14721472	SouthKorea	SouthKorea
n14871487	SouthKorea	SouthKorea
n1914	Taiwan	Taiwan
n70	Serbia	Serbia
n753753	Morocco	Morocco
n809	USA	USA
n851	Brazil	Brazil
n1118	India	India
n1233	Bhutan	Bangladesh
n14121412	USA	USA
n1469	SouthKorea	SouthKorea
n1519	Nigeria	Nigeria
n15451545	Chad	Chad
n1606	Mauritania	BurkinaFaso
n19781978	VietNam	VietNam
n50	Poland	Poland
n109109	Ukraine	Hungary
n255255	Russia	Russia
n304304	Serbia	Serbia
n424424	Georgia	Georgia
n636636	Zambia	Zambia
n790790	USA	USA
n851851	Brazil	Brazil
n907	Cuba	Cuba
n928928	Cuba	Cuba
n949	Mexico	Mexico
n1015	USA	USA
n1053	SouthAfrica	SouthAfrica
n17321732	Philippines	Philippines
n17541754	Philippines	Philippines
n17591759	Philippines	Philippines
n17841784	Philippines	Philippines
n18901890	Taiwan	Taiwan
n19431943	Cambodia	Cambodia
n1979	VietNam	VietNam
n110	Ukraine	Hungary
n208208	Russia	Russia
n268268	Tajikistan	Tajikistan
n437	Iraq	Iraq
n713713	Ethiopia	Ethiopia
n716	Ethiopia	Ethiopia
n740	Tunisia	Tunisia
n791	Canada	Canada
n955	Mexico	Mexico
n10031003	USA	USA
n1391	Canada	Canada
n14691469	SouthKorea	SouthKorea
n1473	SouthKorea	SouthKorea
n14831483	SouthKorea	SouthKorea
n1537	Nigeria	Nigeria
n17131713	Philippines	Philippines
n1755	Philippines	Philippines
n19581958	Thailand	Thailand
n2224	VietNam	VietNam
n2360	SriLanka	SriLanka
n226	Russia	Russia
n269	Azerbaijan	Azerbaijan
n329	SaudiArabia	SaudiArabia
n504504	SouthAfrica	SouthAfrica
n551	Zimbabwe	SouthAfrica
n608	Tanzania	Tanzania
n660	Tanzania	Tanzania
n731731	Tanzania	Kenya
n750750	Tunisia	Tunisia
n809809	USA	USA
n10271027	Egypt	Egypt
n10531053	SouthAfrica	SouthAfrica
n13631363	Canada	Canada
n1403	Canada	Canada
n14251425	Canada	Canada
n14731473	SouthKorea	SouthKorea
n15371537	Nigeria	Nigeria
n15591559	Nigeria	Nigeria
n16061606	Mauritania	BurkinaFaso
n1740	Philippines	Philippines
n1977	Thailand	Thailand
n2166	China	China
n23422342	SriLanka	SriLanka
n2396	Nepal	Nepal
n1717	Slovenia	Slovenia
n46	Poland	Poland
n5050	Poland	Poland
n7070	Serbia	Serbia
n269269	Azerbaijan	Azerbaijan
n289289	Russia	Russia
n296296	Hungary	Romania
n365	Iran	Iran
n449449	Grenada	Grenada
n637	Zambia	Zambia
n852	Brazil	Brazil
n10431043	SouthAfrica	SouthAfrica
n1054	SouthAfrica	SouthAfrica
n14571457	USA	USA
n1484	SouthKorea	SouthKorea
n1607	Mali	BurkinaFaso
n16151615	BurkinaFaso	BurkinaFaso
n17551755	Philippines	Philippines
n1760	Philippines	Philippines
n1878	Taiwan	Taiwan
n19141914	Taiwan	Taiwan
n1966	Cambodia	Cambodia
n19791979	VietNam	Cambodia
n20652065	China	China
n23962396	Nepal	Nepal
n24	Italy	Italy
n143143	Latvia	Estonia
n220220	Russia	Russia
n246	Ukraine	Ukraine
n437437	Iraq	Iraq
n496496	SouthAfrica	SouthAfrica
n545545	SouthAfrica	SouthAfrica
n629	Uganda	Uganda
n677677	Uganda	Uganda
n693	Zambia	Zambia
n777	Cameroon	Cameroon
n10151015	USA	USA
n10541054	SouthAfrica	SouthAfrica
n10731073	Zimbabwe	Zimbabwe
n11311131	India	India
n1496	China	China
n15291529	Nigeria	Nigeria
n1639	Senegal	Senegal
n1944	Cambodia	Cambodia
n1952	Thailand	Thailand
n1959	Thailand	Thailand
n19631963	Cambodia	Cambodia
n19661966	Cambodia	Cambodia
n23202320	Indonesia	Indonesia
n23882388	India	India
n1818	Slovenia	Slovenia
n121121	Poland	Poland
n164	Poland	Poland
n187	Mongolia	Mongolia
n226226	Russia	Russia
n380380	Israel	Israel
n406	Turkey	Turkey
n425	Georgia	Georgia
n530	SouthAfrica	SouthAfrica
n551551	Zimbabwe	Zimbabwe
n622	Tanzania	Tanzania
n637637	Zambia	Tanzania
n660660	Tanzania	Tanzania
n754	Morocco	Morocco
n769769	Tanzania	Cameroon
n817	USA	USA
n821821	USA	USA
n852852	Brazil	Brazil
n860	Brazil	Brazil
n866866	Brazil	Brazil
n914914	Cuba	Cuba
n962962	Mexico	Mexico
n1016	USA	USA
n1132	India	India
n12731273	Nepal	Nepal
n1365	Canada	Canada
n1492	SouthKorea	SouthKorea
n16391639	Senegal	Senegal
n17141714	Philippines	Philippines
n17401740	Philippines	Philippines
n1897	Taiwan	Taiwan
n19021902	Taiwan	Taiwan
n1915	Taiwan	Taiwan
n20002000	Thailand	unresolved
n25	Slovenia	Slovenia
n39	France	France
n51	Poland	Poland
n116116	Hungary	Hungary
n122	Poland	Poland
n156156	Romania	Romania
n182182	Russia	Russia
n193	Mongolia	Mongolia
n195195	Mongolia	Mongolia
n329329	SaudiArabia	SaudiArabia
n383383	Israel	Israel
n388388	Iran	Iran
n406406	Turkey	Turkey
n415	Turkey	Turkey
n438	Iraq	Iraq
n631	Zambia	Zambia
n651651	Tanzania	Tanzania
n678	Uganda	Uganda
n693693	Zambia	Zambia
n714	Ethiopia	Ethiopia
n740740	Tunisia	Tunisia
n887	Brazil	Brazil
n907907	Cuba	Cuba
n915	Cuba	Cuba
n923	Cuba	Cuba
n1044	SouthAfrica	SouthAfrica
n1067	SouthAfrica	SouthAfrica
n12031203	Oman	Oman
n12951295	Canada	Canada
n13501350	Canada	Canada
n13831383	Greenland	Canada
n13911391	Canada	Canada
n13971397	Canada	Canada
n14031403	Canada	Canada
n1556	Chad	Chad
n1573	Mali	Mali
n18861886	Taiwan	Taiwan
n19921992	Thailand	Thailand
n2008	Thailand	Thailand
n23522352	SriLanka	SriLanka
n23602360	SriLanka	SriLanka
n2397	Nepal	Nepal
n150	Estonia	Estonia
n157	Romania	Romania
n233233	Iran	Russia
n320	Oman	Oman
n407	Turkey	Turkey
n470	SouthAfrica	Zambia
n537	Zimbabwe	Zimbabwe
n552	Zimbabwe	Zimbabwe
n562562	CentralAfricanRepublic	CentralAfricanRepublic
n579	CentralAfricanRepublic	CentralAfricanRepublic
n608608	Tanzania	Tanzania
n622622	Tanzania	Tanzania
n631631	Zambia	Zambia
n754754	Morocco	Morocco
n801	USA	USA
n810810	USA	USA
n817817	USA	USA
n952	Mexico	Mexico
n982982	CzechRepublic	Paraguay
n10161016	USA	USA
n10671067	SouthAfrica	SouthAfrica
n1248	Pakistan	Pakistan
n1296	Canada	Canada
n1306	Canada	Canada
n13151315	Canada	Canada
n1384	USA	Canada
n14421442	Greenland	Greenland
n1446	Canada	Greenland
n15731573	Mali	Mali
n1630	Ghana	Ghana
n1640	Guinea	Guinea
n17241724	Philippines	Philippines
n1793	Philippines	Philippines
n1891	Taiwan	Taiwan
n19091909	Taiwan	Taiwan
n1934	Cambodia	Cambodia
n1937	Cambodia	Cambodia
n19961996	Laos	Laos
n21212121	China	China
n19	Slovenia	Slovenia
n6767	Serbia	Serbia
n146146	Latvia	Latvia
n234	Iran	Iran
n256	Russia	Russia
n320320	Oman	Oman
n335	UnitedArabEmirates	Oman
n508	SouthAfrica	SouthAfrica
n563	CentralAfricanRepublic	CentralAfricanRepublic
n672672	Tanzania	Tanzania
n683	Zambia	Zambia
n732	Tanzania	Kenya
n770	Tanzania	Cameroon
n779779	Gabon	Gabon
n833833	France	France
n879	Brazil	Brazil
n883	Brazil	Brazil
n929	Cuba	Cuba
n955955	Mexico	Mexico
n996996	USA	USA
n10621062	SouthAfrica	SouthAfrica
n1068	SouthAfrica	SouthAfrica
n1074	Zimbabwe	Zimbabwe
n12571257	Afghanistan	Afghanistan
n12771277	Nepal	Nepal
n1374	Canada	Canada
n1443	Greenland	Greenland
n1470	SouthKorea	SouthKorea
n1488	SouthKorea	SouthKorea
n14961496	China	China
n15021502	China	China
n1538	Nigeria	Nigeria
n1560	Nigeria	Nigeria
n1594	Senegal	Senegal
n16071607	Mali	Mali
n16201620	BurkinaFaso	BurkinaFaso
n16931693	Philippines	Philippines
n17341734	Philippines	Philippines
n1774	Philippines	Philippines
n1881	Taiwan	Taiwan
n18911891	Taiwan	Taiwan
n19521952	Thailand	Thailand
n1967	Cambodia	Cambodia
n1980	Cambodia	Cambodia
n1997	Laos	Laos
n1998	Laos	Laos
n2006	Cambodia	Cambodia
n2170	China	China
n2321	Malaysia	Malaysia
n2322	Indonesia	Indonesia
n2326	VietNam	VietNam
n2353	SriLanka	SriLanka
n2356	SriLanka	SriLanka
n3939	France	France
n105	Romania	Ukraine
n117	Hungary	Hungary
n183183	Mongolia	Mongolia
n221	Russia	Russia
n263	Ukraine	Ukraine
n270	Azerbaijan	Azerbaijan
n280	Russia	Russia
n297	Hungary	Romania
n305	Serbia	Serbia
n360360	Iran	Iran
n374	Israel	Israel
n376376	Israel	Israel
n389	Iran	Iran
n395395	Turkey	Turkey
n407407	Turkey	Turkey
n430430	Turkey	Turkey
n450	Grenada	Grenada
n463463	Zambia	Zambia
n491	Namibia	Namibia
n539539	Zambia	Zambia
n546	Zimbabwe	Zimbabwe
n623	Tanzania	Tanzania
n638	Zambia	Tanzania
n664	Kenya	Kenya
n673	Tanzania	Tanzania
n773	Cameroon	Cameroon
n780	Gabon	Gabon
n822	USA	USA
n834	France	Mexico
n887887	Brazil	Brazil
n919919	Cuba	Cuba
n956	Mexico	Mexico
n963	Mexico	Mexico
n983	CzechRepublic	Paraguay
n987987	India	France
n1000	Mexico	Mexico
n1017	USA	USA
n1055	SouthAfrica	SouthAfrica
n12331233	Bhutan	Bangladesh
n1238	Bhutan	Bangladesh
n1429	Russia	USA
n1434	Greenland	Greenland
n1520	Nigeria	Nigeria
n15221522	Nigeria	Nigeria
n1525	Nigeria	Nigeria
n15381538	Nigeria	Nigeria
n1546	Chad	Chad
n1568	Mauritania	Mauritania
n1585	Mauritania	unresolved
n1608	Mali	Mali
n1625	Niger	Niger
n1697	Philippines	Philippines
n17931793	Philippines	Philippines
n18971897	Taiwan	Taiwan
n1910	Taiwan	Taiwan
n19151915	Taiwan	Taiwan
n19641964	Cambodia	Cambodia
n19801980	Cambodia	Cambodia
n23262326	VietNam	VietNam
n9090	Serbia	Montenegro
n218	Russia	Russia
n297297	Romania	Romania
n308308	Serbia	Serbia
n335335	Oman	Oman
n365365	Iran	Iran
n384	Israel	Israel
n408	Turkey	Turkey
n431	Georgia	Georgia
n438438	Iraq	Iraq
n500500	SouthAfrica	SouthAfrica
n546546	Zimbabwe	Zimbabwe
n591591	Tanzania	Tanzania
n664664	Kenya	Kenya
n694	Zambia	Zambia
n755	Spain	Spain
n770770	Tanzania	Tanzania
n777777	Cameroon	Cameroon
n798	USA	USA
n822822	USA	USA
n853	Brazil	Brazil
n911	Cuba	Cuba
n949949	Mexico	Mexico
n952952	Mexico	Mexico
n956956	Mexico	Mexico
n1004	USA	USA
n10071007	USA	USA
n10171017	USA	USA
n1028	Egypt	Egypt
n1069	SouthAfrica	SouthAfrica
n12041204	Oman	Oman
n12601260	India	India
n13791379	Canada	Canada
n14461446	Canada	Greenland
n1458	USA	USA
n15561556	Chad	Chad
n15681568	Mauritania	Mauritania
n15851585	Liberia	Liberia
n16081608	Mali	Mali
n16251625	Niger	Niger
n1641	Guinea	Guinea
n1679	Philippines	Philippines
n16971697	Philippines	Philippines
n17701770	Philippines	Philippines
n1887	Taiwan	Taiwan
n19061906	Taiwan	Taiwan
