node	Country_Full	agg
KX298486	Hungary	Hungary
MK598383	Hungary	Hungary
MK598390	Hungary	Hungary
MK598380	Hungary	Hungary
KX298488	Hungary	Hungary
KX298540	Hungary	Hungary
KX298502	Hungary	Hungary
KX298533	Hungary	Hungary
KX298519	Hungary	Hungary
KX298539	Hungary	Hungary
KX298500	Hungary	Hungary
KX298524	Hungary	Hungary
KX298492	Hungary	Hungary
KX298518	Hungary	Hungary
KX298528	Hungary	Hungary
KX298517	Hungary	Hungary
KX298531	Hungary	Hungary
KX298536	Hungary	Hungary
KX298490	Hungary	Hungary
KX298522	Hungary	Hungary
KX298496	Hungary	Hungary
KX298521	Hungary	Hungary
KX298526	Hungary	Hungary
MK598386	Hungary	Hungary
MK598385	Hungary	Hungary
MK598382	Hungary	Hungary
KX298511	Hungary	Hungary
KX298493	Hungary	Hungary
KX298514	Hungary	Hungary
KX298510	Hungary	Hungary
KX298501	Hungary	Hungary
KX298487	Hungary	Hungary
MK598389	Hungary	Hungary
MK598394	Hungary	Hungary
KX298491	Hungary	Hungary
KX298509	Hungary	Hungary
MK598397	Hungary	Hungary
MK598395	Hungary	Hungary
MK598392	Hungary	Hungary
MK598391	Hungary	Hungary
MK598388	Hungary	Hungary
KX298535	Hungary	Hungary
MK598393	Hungary	Hungary
MK598387	Hungary	Hungary
MK598384	Hungary	Hungary
MK598396	Hungary	Hungary
MK598381	Hungary	Hungary
GU086651	Romania	Romania
GU086641	Romania	Romania
GU086652	Romania	Romania
KX298507	Hungary	Hungary
KX298508	Hungary	Hungary
KX298485	Hungary	Hungary
GU086617	Romania	Romania
KX298489	Hungary	Hungary
KX298513	Hungary	Hungary
KX298515	Hungary	Hungary
KX298512	Hungary	Hungary
KX298497	Hungary	Hungary
KX298503	Hungary	Hungary
KX298499	Hungary	Hungary
JN190395	Poland	Poland
JN596911	Poland	Poland
JN596912	Poland	Poland
JN596913	Poland	Poland
JN596915	Poland	Poland
JN596914	Poland	Poland
MK598350	Hungary	Hungary
MK598349	Hungary	Hungary
MK598347	Hungary	Hungary
JN656534	Poland	Poland
MK598348	Hungary	Hungary
MF197743	Poland	Poland
JN656512	Poland	Poland
JN596908	Poland	Poland
JN656519	Ukraine	Ukraine
JN656521	Ukraine	Ukraine
JN656520	Ukraine	Ukraine
JN656522	Ukraine	Ukraine
JN656502	Ukraine	Ukraine
JN596909	Poland	Poland
JN190394	Poland	Poland
KC692781	Hungary	Hungary
KX298552	Hungary	Hungary
MK598346	Hungary	Hungary
GU086628	Romania	Romania
GU086626	Romania	Romania
GU086614	Romania	Romania
KC692785	Hungary	Hungary
GU086623	Romania	Romania
JN190393	Poland	Poland
GU086658	Romania	Romania
KX298506	Hungary	Hungary
GU086649	Romania	Romania
GU086612	Romania	Romania
GU086648	Romania	Romania
GU086635	Romania	Romania
GU086619	Romania	Romania
JQ005071	Latvia	Latvia
JQ005066	Latvia	Latvia
KR337523	Lithuania	Lithuania
JQ005062	Latvia	Latvia
JQ005092	Latvia	Latvia
JQ005084	Latvia	Latvia
JQ005078	Latvia	Latvia
JQ005085	Latvia	Latvia
JQ005076	Latvia	Latvia
JQ005072	Latvia	Latvia
KR337524	Lithuania	Lithuania
JN109221	Estonia	Estonia
KR337553	Latvia	Latvia
JQ005080	Latvia	Latvia
JQ005063	Latvia	Latvia
JQ005059	Latvia	Latvia
JQ005061	Latvia	Latvia
JQ005088	Latvia	Latvia
KR337552	Latvia	Latvia
JQ005102	Latvia	Latvia
JQ005095	Latvia	Latvia
JQ005096	Latvia	Latvia
JQ005070	Latvia	Latvia
JQ005091	Latvia	Latvia
JQ005110	Latvia	Latvia
KR337510	Latvia	Latvia
JQ005099	Latvia	Latvia
KR337520	Latvia	Latvia
KR337509	Latvia	Latvia
JQ005098	Latvia	Latvia
KR337517	Latvia	Latvia
JQ005087	Latvia	Latvia
KR337522	Lithuania	Lithuania
KR337521	Latvia	Latvia
JQ005104	Latvia	Latvia
KR337530	Lithuania	Lithuania
JQ005094	Latvia	Latvia
JQ005097	Latvia	Latvia
JN109230	Estonia	Estonia
JN109229	Estonia	Estonia
JQ005060	Latvia	Latvia
JQ594998	Estonia	Estonia
KR337549	Estonia	Estonia
JN109220	Estonia	Estonia
JQ005089	Latvia	Latvia
JQ005068	Latvia	Latvia
JQ005101	Latvia	Latvia
JN190384	Poland	Poland
JQ005083	Latvia	Latvia
KR337548	Estonia	Estonia
KR337544	Lithuania	Lithuania
KR337550	Estonia	Estonia
KR337532	Lithuania	Lithuania
JQ005067	Latvia	Latvia
JQ005065	Latvia	Latvia
JQ005100	Latvia	Latvia
JQ005106	Latvia	Latvia
JQ944704	Russia	Russia
JQ005105	Latvia	Latvia
JQ005086	Latvia	Latvia
JN109218	Estonia	Estonia
KR337533	Lithuania	Lithuania
KR337535	Lithuania	Lithuania
JN109231	Estonia	Estonia
JQ894944	Latvia	Latvia
JQ005108	Latvia	Latvia
JN109232	Estonia	Estonia
JQ594986	Estonia	Estonia
JQ595009	Estonia	Estonia
JQ594992	Estonia	Estonia
JQ594989	Estonia	Estonia
JQ594999	Estonia	Estonia
JQ595000	Estonia	Estonia
JQ594991	Estonia	Estonia
JQ594990	Estonia	Estonia
JQ594987	Estonia	Estonia
JQ595008	Estonia	Estonia
JQ594993	Estonia	Estonia
JN109217	Estonia	Estonia
JQ595004	Estonia	Estonia
JQ595001	Estonia	Estonia
JQ594996	Estonia	Estonia
JQ594988	Estonia	Estonia
JN109222	Estonia	Estonia
JN109228	Estonia	Estonia
JQ595002	Estonia	Estonia
JN109219	Estonia	Estonia
JQ594995	Estonia	Estonia
JQ595005	Estonia	Estonia
JQ595006	Estonia	Estonia
JQ595007	Estonia	Estonia
JQ595003	Estonia	Estonia
JQ594985	Estonia	Estonia
JQ005107	Latvia	Latvia
KR337534	Lithuania	Lithuania
JQ005103	Latvia	Latvia
JQ594997	Estonia	Estonia
JN109233	Estonia	Estonia
JQ594994	Estonia	Estonia
KR337529	Lithuania	Lithuania
KR337527	Lithuania	Lithuania
JQ005075	Latvia	Latvia
KR337518	Latvia	Latvia
KR337525	Lithuania	Lithuania
KR337536	Lithuania	Lithuania
KR337547	Estonia	Estonia
KR337539	Lithuania	Lithuania
KR337546	Estonia	Estonia
KR337519	Latvia	Latvia
KR337513	Latvia	Latvia
JQ894945	Latvia	Latvia
KR337531	Lithuania	Lithuania
KR337542	Lithuania	Lithuania
KR337541	Lithuania	Lithuania
KR337537	Lithuania	Lithuania
KR337516	Latvia	Latvia
KR337514	Latvia	Latvia
KR337515	Latvia	Latvia
JQ005109	Latvia	Latvia
JQ005073	Latvia	Latvia
KR337526	Lithuania	Lithuania
KU739049	Poland	Poland
JN109227	Estonia	Estonia
JQ005082	Latvia	Latvia
JN109225	Estonia	Estonia
JN109226	Estonia	Estonia
DQ317517	Estonia	Estonia
JN190391	Poland	Poland
DQ317518	Estonia	Estonia
KX148150	Poland	Poland
JN656515	Ukraine	Ukraine
JN656517	Ukraine	Ukraine
JN656518	Ukraine	Ukraine
JN656516	Ukraine	Ukraine
JN109223	Estonia	Estonia
JQ005064	Latvia	Latvia
JN109224	Estonia	Estonia
JQ005093	Latvia	Latvia
KX148148	Estonia	Estonia
KX148149	Estonia	Estonia
KU055560	Estonia	Estonia
KX148146	Finland	Finland
AY751534	Finland	Finland
KX148147	Finland	Finland
JN656494	Ukraine	Ukraine
KR337528	Lithuania	Lithuania
GU086663	Romania	Romania
GU086625	Romania	Romania
GU086633	Romania	Romania
GU086621	Romania	Romania
GU086632	Romania	Romania
GU086615	Romania	Romania
GU086661	Romania	Romania
JN656498	Ukraine	Ukraine
GU086611	Romania	Romania
GU086627	Romania	Romania
GU086642	Romania	Romania
GU086630	Romania	Romania
JN656497	Ukraine	Ukraine
JQ973872	Bulgaria	Bulgaria
JX679406	Bulgaria	Bulgaria
JX679404	Bulgaria	Bulgaria
JX679405	Bulgaria	Bulgaria
JX679403	Bulgaria	Bulgaria
JQ973868	Bulgaria	Bulgaria
GU086636	Romania	Romania
GU086624	Romania	Romania
JN656500	Ukraine	Ukraine
JN656499	Ukraine	Ukraine
JN656501	Ukraine	Ukraine
JN656495	Ukraine	Ukraine
JN656493	Ukraine	Ukraine
JN656492	Ukraine	Ukraine
JN656496	Ukraine	Ukraine
JN656513	Poland	Poland
KX148153	Poland	Poland
JN596895	Poland	Poland
KX148152	Poland	Poland
KX148151	Poland	Poland
JN190378	Poland	Poland
KX148154	Poland	Poland
JN190376	Poland	Poland
JN596884	Poland	Poland
JN190370	Poland	Poland
JN596882	Poland	Poland
JN596900	Poland	Poland
JN190383	Poland	Poland
JN190377	Poland	Poland
JN596885	Poland	Poland
KR337511	Latvia	Latvia
JQ005074	Latvia	Latvia
KR337512	Latvia	Latvia
JN190371	Poland	Poland
KX148156	Estonia	Estonia
KX148155	Estonia	Estonia
KX148157	Estonia	Estonia
KX148158	Estonia	Estonia
JQ434341	Russia	Russia
JN596889	Poland	Poland
JN596881	Poland	Poland
JN190365	Poland	Poland
JN190392	Poland	Poland
KU055581	Poland	Poland
MN642579	China	China
MN642578	China	China
KT338622	Mongolia	Mongolia
KT338617	Mongolia	Mongolia
KT338628	Mongolia	Mongolia
KY242676	Russia	Russia
KT338619	Mongolia	Mongolia
MK511221	Russia	Russia
MK532758	Russia	Russia
LC422737	Mongolia	Mongolia
LC422736	Mongolia	Mongolia
LC422729	Mongolia	Mongolia
LC422732	Mongolia	Mongolia
LC422740	Mongolia	Mongolia
LC422730	Mongolia	Mongolia
LC422731	Mongolia	Mongolia
KT338621	Mongolia	Mongolia
KC465377	China	China
KT338634	Mongolia	Mongolia
MK124739	China	China
LC422742	Mongolia	Mongolia
LC422738	Mongolia	Mongolia
AB571008	Mongolia	Mongolia
KT338625	Mongolia	Mongolia
KT338624	Mongolia	Mongolia
LC422741	Mongolia	Mongolia
AB571001	Mongolia	Mongolia
AB571010	Mongolia	Mongolia
AB571003	Mongolia	Mongolia
AB571009	Mongolia	Mongolia
AB571014	Mongolia	Mongolia
AB571013	Mongolia	Mongolia
AB570998	Mongolia	Mongolia
KT338627	Mongolia	Mongolia
KT338636	Mongolia	Mongolia
KT338635	Mongolia	Mongolia
KT338630	Mongolia	Mongolia
LC422735	Mongolia	Mongolia
LC422733	Mongolia	Mongolia
MK124740	China	China
MK124741	China	China
KT338615	Mongolia	Mongolia
KT338620	Mongolia	Mongolia
KT338618	Mongolia	Mongolia
KT338626	Mongolia	Mongolia
KT338623	Mongolia	Mongolia
KT338614	Mongolia	Mongolia
AB571011	Mongolia	Mongolia
AB571012	Mongolia	Mongolia
AB571002	Mongolia	Mongolia
AB571000	Mongolia	Mongolia
JX423816	Russia	Russia
JX423815	Russia	Russia
AB571007	Mongolia	Mongolia
KT338633	Mongolia	Mongolia
KT338629	Mongolia	Mongolia
AB571017	Mongolia	Mongolia
AB571006	Mongolia	Mongolia
AB570999	Mongolia	Mongolia
AB570996	Mongolia	Mongolia
AB571018	Mongolia	Mongolia
AB571015	Mongolia	Mongolia
AB571005	Mongolia	Mongolia
KT338616	Mongolia	Mongolia
AB571016	Mongolia	Mongolia
AB570995	Mongolia	Mongolia
KY242674	Russia	Russia
KY242675	Russia	Russia
KJ958227	Russia	Russia
KJ958225	Russia	Russia
KJ958226	Russia	Russia
KJ958235	Russia	Russia
KJ958236	Russia	Russia
KJ958233	Russia	Russia
KJ958232	Russia	Russia
KJ958228	Russia	Russia
KY242673	Russia	Russia
KY242672	Russia	Russia
KJ958246	Russia	Russia
KJ958243	Russia	Russia
LC422739	Mongolia	Mongolia
LC422734	Mongolia	Mongolia
JN656523	Ukraine	Ukraine
MG869113	Russia	Russia
KC252633	China	China
MG869118	Russia	Russia
MG869108	Russia	Russia
KF677001	Russia	Russia
KF677006	Russia	Russia
MG869116	Russia	Russia
MG869115	Russia	Russia
KJ958255	Russia	Russia
KJ958254	Russia	Russia
KY002899	Russia	Russia
KJ958250	Russia	Russia
KY002900	Russia	Russia
KJ958249	Russia	Russia
KY002896	Russia	Russia
KJ958222	Russia	Russia
KY172633	Russia	Russia
KJ958223	Russia	Russia
KY172632	Russia	Russia
KJ958221	Russia	Russia
KT338632	Mongolia	Mongolia
AB570997	Mongolia	Mongolia
KT338637	Mongolia	Mongolia
KT338631	Mongolia	Mongolia
KT965734	Kazakhstan	Kazakhstan
MG869112	Russia	Russia
KY002898	Russia	Russia
KY002885	Russia	Russia
KT965738	Kazakhstan	Kazakhstan
KJ958247	Russia	Russia
MK124745	China	China
MK124744	China	China
KT965735	Kazakhstan	Kazakhstan
KT728349	Russia	Russia
KT728348	Russia	Russia
KT965736	Kazakhstan	Kazakhstan
MK124749	China	China
MK760755	Iran	Iran
MK760744	Iran	Iran
MK760700	Iran	Iran
MK760706	Iran	Iran
MK760723	Iran	Iran
MK760734	Iran	Iran
MK760712	Iran	Iran
KX148159	Iran	Iran
MK760753	Iran	Iran
MK760731	Iran	Iran
MK760707	Iran	Iran
KF677008	Russia	Russia
KC794011	Russia	Russia
KC538860	Russia	Russia
KC538853	Russia	Russia
JQ434337	Russia	Russia
KC595283	Russia	Russia
JN656472	Ukraine	Ukraine
JN656471	Ukraine	Ukraine
JN656477	Ukraine	Ukraine
MN243705	Russia	Russia
JN656478	Ukraine	Ukraine
KF677010	Russia	Russia
JN656473	Ukraine	Ukraine
MG869109	Russia	Russia
MF574185	Russia	Russia
JN656479	Ukraine	Ukraine
JN656475	Ukraine	Ukraine
JN656480	Ukraine	Ukraine
JN656474	Ukraine	Ukraine
JQ434339	Russia	Russia
MF574201	Russia	Russia
KC538857	Russia	Russia
MG996454	Russia	Russia
JN656525	Ukraine	Ukraine
JN656476	Ukraine	Ukraine
JN656527	Ukraine	Ukraine
JN656524	Ukraine	Ukraine
JQ894943	Latvia	Latvia
JN656510	Ukraine	Ukraine
MF197741	Poland	Poland
MG869110	Russia	Russia
JN656530	Ukraine	Ukraine
JN656531	Ukraine	Ukraine
JN656532	Ukraine	Ukraine
JN656529	Ukraine	Ukraine
JN656526	Ukraine	Ukraine
KC538854	Russia	Russia
MF572301	Russia	Russia
MG996456	Russia	Russia
MG996465	Russia	Russia
MG996464	Russia	Russia
MF574194	Russia	Russia
KC794007	Russia	Russia
KC538856	Russia	Russia
KC538849	Russia	Russia
KC595280	Russia	Russia
MG869124	Russia	Russia
MF572313	Russia	Russia
KT965737	Kazakhstan	Kazakhstan
MF572312	Russia	Russia
MF572303	Russia	Russia
JN656482	Ukraine	Ukraine
JN656481	Ukraine	Ukraine
JN656483	Ukraine	Ukraine
JN656486	Ukraine	Ukraine
JN656488	Ukraine	Ukraine
JQ005081	Latvia	Latvia
JN656485	Ukraine	Ukraine
MN243707	Russia	Russia
JN656487	Ukraine	Ukraine
JN656484	Ukraine	Ukraine
JQ277471	Estonia	Estonia
JN656490	Ukraine	Ukraine
JN656489	Ukraine	Ukraine
KR337551	Estonia	Estonia
KR337543	Lithuania	Lithuania
KR337538	Lithuania	Lithuania
KR337540	Lithuania	Lithuania
MG869122	Russia	Russia
KF677004	Russia	Russia
MG869106	Russia	Russia
KY002887	Russia	Russia
KY002886	Russia	Russia
JN656528	Ukraine	Ukraine
JQ944705	Russia	Russia
KF831538	Switzerland	Switzerland
KF831518	Poland	Poland
JQ434304	Russia	Russia
JQ434354	Russia	Russia
JN656491	Ukraine	Ukraine
MW055108	Georgia	Georgia
MT079918	Georgia	Georgia
KJ645925	Azerbaijan	Azerbaijan
KP723591	Georgia	Georgia
MT079935	Georgia	Georgia
KJ645926	Azerbaijan	Azerbaijan
MT079949	Georgia	Georgia
MT079908	Georgia	Georgia
KP723583	Azerbaijan	Azerbaijan
LN879480	Azerbaijan	Azerbaijan
KJ645924	Azerbaijan	Azerbaijan
KJ645930	Azerbaijan	Azerbaijan
KJ645922	Azerbaijan	Azerbaijan
KJ645923	Azerbaijan	Azerbaijan
KJ645927	Azerbaijan	Azerbaijan
KJ645929	Azerbaijan	Azerbaijan
KT965733	Kazakhstan	Kazakhstan
KX346708	Tajikistan	Tajikistan
KX686102	Tajikistan	Tajikistan
KX907735	Russia	Russia
KY765901	Tajikistan	Tajikistan
KX686101	Tajikistan	Tajikistan
KX346709	Tajikistan	Tajikistan
MF572305	Russia	Russia
MF572309	Russia	Russia
MF572307	Russia	Russia
MF572300	Russia	Russia
JQ434312	Russia	Russia
MG869119	Russia	Russia
JQ944708	Russia	Russia
MF574200	Russia	Russia
MG996463	Russia	Russia
MF572304	Russia	Russia
GU086616	Romania	Romania
GU086654	Romania	Romania
GU086657	Romania	Romania
MG869105	Russia	Russia
MF574196	Russia	Russia
MG996460	Russia	Russia
MF572298	Russia	Russia
MF503298	Russia	Russia
KJ958265	Russia	Russia
MF572299	Russia	Russia
MF572308	Russia	Russia
JQ005090	Latvia	Latvia
MF574195	Russia	Russia
KJ958268	Russia	Russia
DQ317516	Russia	Russia
KJ958266	Russia	Russia
JQ973866	Bulgaria	Bulgaria
JX679399	Bulgaria	Bulgaria
GU086618	Romania	Romania
KY382830	Romania	Romania
GU086622	Romania	Romania
GU086637	Romania	Romania
GU086640	Romania	Romania
GU086662	Romania	Romania
GU086638	Romania	Romania
GU086644	Romania	Romania
GU086608	Romania	Romania
GU086639	Romania	Romania
GU086634	Romania	Romania
GU086647	Romania	Romania
MK598340	Hungary	Hungary
KX298547	Hungary	Hungary
KX298551	Hungary	Hungary
KX298548	Hungary	Hungary
KX298549	Hungary	Hungary
KX298546	Hungary	Hungary
MK598342	Hungary	Hungary
MK598341	Hungary	Hungary
MK598338	Hungary	Hungary
MK598339	Hungary	Hungary
KU055561	Hungary	Hungary
GU086631	Romania	Romania
GU086660	Romania	Romania
GU086659	Romania	Romania
GU086650	Romania	Romania
GU086643	Romania	Romania
GU086609	Romania	Romania
KC692778	Hungary	Hungary
GU086610	Romania	Romania
GU086655	Romania	Romania
GU086653	Romania	Romania
GU086656	Romania	Romania
GU086645	Romania	Romania
GU086613	Romania	Romania
KX148160	Hungary	Hungary
GU086646	Romania	Romania
KC792068	DominicanRepublic	DominicanRepublic
KC792067	DominicanRepublic	DominicanRepublic
KC792059	DominicanRepublic	DominicanRepublic
KC792057	DominicanRepublic	DominicanRepublic
KC792056	DominicanRepublic	DominicanRepublic
KC792060	DominicanRepublic	DominicanRepublic
KC792058	DominicanRepublic	DominicanRepublic
KC791962	USA	USA
JF973776	Serbia	Serbia
KX148161	Serbia	Serbia
JF973739	Serbia	Serbia
JF973740	Serbia	Serbia
JF973779	Serbia	Serbia
JF973744	Serbia	Serbia
JF973825	Serbia	Serbia
JF973774	Serbia	Serbia
JF973741	Serbia	Serbia
JF973775	Serbia	Serbia
JF973760	Serbia	Serbia
JF973792	Serbia	Serbia
MG458312	Serbia	Serbia
JF973843	Serbia	Serbia
JF973826	Serbia	Serbia
JF973784	Serbia	Serbia
GU086629	Romania	Romania
JF973846	Serbia	Serbia
JF973752	Serbia	Serbia
KP723620	Oman	Oman
KF482196	Oman	Oman
KF482190	Oman	Oman
KP723618	Oman	Oman
KP723622	Oman	Oman
KP723617	Oman	Oman
KF482191	Oman	Oman
KF482194	Oman	Oman
KF482198	Oman	Oman
KF482192	Oman	Oman
KP723623	Oman	Oman
KP723625	Oman	Oman
KP723619	Oman	Oman
KF482195	Oman	Oman
GU353152	Oman	Oman
GU353151	Oman	Oman
GU353147	Oman	Oman
GU353157	Oman	Oman
GU353155	Oman	Oman
GU353149	Oman	Oman
GU353148	Oman	Oman
GU353153	Oman	Oman
GU353158	Oman	Oman
GU353156	Oman	Oman
GU353150	Oman	Oman
GU353154	Oman	Oman
KP723621	Oman	Oman
KF482193	Oman	Oman
KF482197	Oman	Oman
KP723636	UnitedArabEmirates	UnitedArabEmirates
KP723624	Oman	Oman
KC883997	Oman	Oman
KC883999	Oman	Oman
KC883998	Oman	Oman
KC884000	Oman	Oman
KP723584	UnitedArabEmirates	UnitedArabEmirates
KP723588	UnitedArabEmirates	UnitedArabEmirates
KP723615	Oman	Oman
KP723616	Oman	Oman
KP723614	Oman	Oman
GU992306	Oman	Oman
KX148170	Oman	Oman
EU086199	Oman	Oman
KX148169	Oman	Oman
KU888642	Oman	Oman
KF482200	UnitedArabEmirates	UnitedArabEmirates
KF482199	UnitedArabEmirates	UnitedArabEmirates
KX148171	UnitedArabEmirates	UnitedArabEmirates
GU353142	Oman	Oman
KP723630	SaudiArabia	SaudiArabia
EU086163	SaudiArabia	SaudiArabia
KX148168	SaudiArabia	SaudiArabia
KU888640	Turkey	Turkey
DQ146160	Oman	Oman
KX148172	SaudiArabia	SaudiArabia
DQ837413	Israel	Israel
DQ837421	Israel	Israel
DQ837450	Israel	Israel
DQ837412	Israel	Israel
KX148176	SaudiArabia	SaudiArabia
MN534897	Qatar	Qatar
MN534896	Qatar	Qatar
DQ837427	Jordan	Jordan
DQ837422	Jordan	Jordan
DQ837424	Jordan	Jordan
KX148175	SaudiArabia	SaudiArabia
KX148174	SaudiArabia	SaudiArabia
KX148173	SaudiArabia	SaudiArabia
KP723585	UnitedArabEmirates	UnitedArabEmirates
KF482201	UnitedArabEmirates	UnitedArabEmirates
KP723637	UnitedArabEmirates	UnitedArabEmirates
KF482213	UnitedArabEmirates	UnitedArabEmirates
KF482210	Oman	Oman
KF482205	Oman	Oman
KF482208	Oman	Oman
KF482204	Oman	Oman
KF482207	Oman	Oman
KF482209	Oman	Oman
KF482202	Oman	Oman
KF482206	Oman	Oman
KF482203	Oman	Oman
KF482211	UnitedArabEmirates	UnitedArabEmirates
KF482212	UnitedArabEmirates	UnitedArabEmirates
MK760738	Iran	Iran
MK760726	Iran	Iran
MK760696	Iran	Iran
MK760704	Iran	Iran
MK760758	Iran	Iran
MK760699	Iran	Iran
MK760754	Iran	Iran
MK760745	Iran	Iran
MK760741	Iran	Iran
MK760720	Iran	Iran
MK760671	Iran	Iran
MK760724	Iran	Iran
MK760737	Iran	Iran
MK760740	Iran	Iran
MK760694	Iran	Iran
MK760674	Iran	Iran
MK760670	Iran	Iran
MK760749	Iran	Iran
MK760703	Iran	Iran
MK760762	Iran	Iran
MK760725	Iran	Iran
MK760685	Iran	Iran
MK760752	Iran	Iran
MK760732	Iran	Iran
MK760693	Iran	Iran
MK760767	Iran	Iran
MK760708	Iran	Iran
MK760721	Iran	Iran
MK760748	Iran	Iran
MK760713	Iran	Iran
MK760765	Iran	Iran
MK760733	Iran	Iran
MK760750	Iran	Iran
MK760705	Iran	Iran
MK760722	Iran	Iran
MK760689	Iran	Iran
MK760698	Iran	Iran
MK760716	Iran	Iran
MK760701	Iran	Iran
MK760677	Iran	Iran
MK760742	Iran	Iran
MK760695	Iran	Iran
MK760715	Iran	Iran
KX148185	Iran	Iran
JX987734	Iran	Iran
MK534448	Iran	Iran
MK534452	Iran	Iran
MK534450	Iran	Iran
MK534447	Iran	Iran
MK760697	Iran	Iran
MK760681	Iran	Iran
MK760683	Iran	Iran
MK534454	Iran	Iran
MK760763	Iran	Iran
MK507729	Iran	Iran
MK507725	Iran	Iran
MK507726	Iran	Iran
KJ645921	Azerbaijan	Azerbaijan
MK760751	Iran	Iran
MK760669	Iran	Iran
MK760759	Iran	Iran
KC791979	Iraq	Iraq
MK760710	Iran	Iran
MK760673	Iran	Iran
MK483136	Iran	Iran
MK483135	Iran	Iran
MK760764	Iran	Iran
MK760728	Iran	Iran
MK760727	Iran	Iran
MK760709	Iran	Iran
MK760688	Iran	Iran
MK760686	Iran	Iran
MK760668	Iran	Iran
MK760678	Iran	Iran
MK760672	Iran	Iran
MK760692	Iran	Iran
MK760667	Iran	Iran
MK507724	Iran	Iran
KX148186	Iran	Iran
KP723597	Iran	Iran
DQ837416	Israel	Israel
DQ837417	Israel	Israel
DQ837446	Israel	Israel
DQ837409	Israel	Israel
DQ837396	Israel	Israel
DQ837460	Israel	Israel
DQ837428	Israel	Israel
DQ837391	Israel	Israel
DQ837449	Israel	Israel
DQ837458	Israel	Israel
DQ837418	Israel	Israel
DQ837451	Israel	Israel
DQ837385	Israel	Israel
DQ837410	Israel	Israel
DQ837482	Israel	Israel
DQ837407	Israel	Israel
DQ837406	Israel	Israel
DQ837457	Israel	Israel
DQ837481	Israel	Israel
DQ837459	Israel	Israel
DQ837403	Israel	Israel
DQ837405	Israel	Israel
DQ837402	Israel	Israel
DQ837452	Israel	Israel
DQ837420	Israel	Israel
DQ837487	Israel	Israel
DQ837414	Israel	Israel
DQ837456	Israel	Israel
DQ837384	Israel	Israel
DQ837415	Israel	Israel
DQ837386	Israel	Israel
DQ837404	Israel	Israel
DQ837388	Israel	Israel
DQ837400	Israel	Israel
DQ837472	Israel	Israel
DQ837398	Israel	Israel
KX148182	Israel	Israel
KX148181	Israel	Israel
DQ837399	Israel	Israel
DQ837485	Israel	Israel
DQ837440	Israel	Israel
DQ837429	Israel	Israel
DQ837401	Israel	Israel
KX148183	Israel	Israel
DQ837390	Israel	Israel
DQ837389	Israel	Israel
DQ837465	Lebanon	Lebanon
DQ837426	Jordan	Jordan
DQ837425	Jordan	Jordan
DQ837466	Israel	Israel
DQ837471	Israel	Israel
DQ837470	Israel	Israel
DQ837383	Israel	Israel
KX148184	Israel	Israel
DQ837444	Israel	Israel
DQ837439	Israel	Israel
DQ837438	Israel	Israel
DQ837433	Israel	Israel
DQ837419	Israel	Israel
DQ837411	Israel	Israel
DQ837473	Israel	Israel
DQ837483	Israel	Israel
KX148178	Israel	Israel
KX148177	Israel	Israel
DQ837484	Israel	Israel
KX148179	Israel	Israel
DQ837387	Israel	Israel
DQ837382	Israel	Israel
DQ837434	Israel	Israel
KX148180	Israel	Israel
DQ837442	Israel	Israel
DQ837435	Israel	Israel
DQ837448	Israel	Israel
DQ837397	Israel	Israel
KY860605	Turkey	Turkey
KY860604	Turkey	Turkey
MK507730	Iran	Iran
MK760719	Iran	Iran
MK760680	Iran	Iran
MK760691	Iran	Iran
KX148190	Iran	Iran
KX148187	Iran	Iran
KX148188	Iran	Iran
KX148189	Iran	Iran
JX987728	Iran	Iran
KC791983	Iraq	Iraq
KC791982	Iraq	Iraq
KC791972	Iraq	Iraq
KJ081450	Turkey	Turkey
KJ081447	Turkey	Turkey
KJ081444	Turkey	Turkey
KJ081443	Turkey	Turkey
KJ081448	Turkey	Turkey
KJ081446	Turkey	Turkey
KJ081449	Turkey	Turkey
KJ081445	Turkey	Turkey
KM058759	Turkey	Turkey
KP723633	Turkey	Turkey
KP723632	Turkey	Turkey
DQ317519	Georgia	Georgia
KY860606	Turkey	Turkey
KY860611	Turkey	Turkey
KP723594	Iran	Iran
KP723598	Iraq	Iraq
KP723604	Iraq	Iraq
KP723605	Iraq	Iraq
KP723602	Iraq	Iraq
DQ837423	Jordan	Jordan
DQ837443	Israel	Israel
DQ837430	Israel	Israel
KU888637	Israel	Israel
KX148192	Israel	Israel
KX148191	Israel	Israel
DQ837441	Israel	Israel
JQ671338	Israel	Israel
JQ671337	Israel	Israel
DQ837453	Israel	Israel
DQ837469	Israel	Israel
DQ837445	Israel	Israel
DQ837468	Israel	Israel
DQ837436	Israel	Israel
DQ837432	Israel	Israel
DQ837486	Israel	Israel
DQ837467	Israel	Israel
DQ837437	Israel	Israel
DQ837394	Israel	Israel
HM114240	Israel	Israel
DQ837393	Israel	Israel
DQ837455	Israel	Israel
DQ837447	Israel	Israel
HM114241	Israel	Israel
DQ837392	Israel	Israel
DQ837454	Israel	Israel
DQ837395	Israel	Israel
DQ837464	Israel	Israel
DQ837408	Israel	Israel
KY860612	Turkey	Turkey
MK760718	Iran	Iran
