c,l,node,Country_Full,Country_Sub1,Country_Sub2,Country_Sub3,Country_Sub4,Country_Sub5
2318,1,DQ489812,SouthAfrica,NA,NA,NA,NA,NA
2319,1,DQ489876,SouthAfrica,NA,NA,NA,NA,NA
2320,1,DQ489855,SouthAfrica,NA,NA,NA,NA,NA
2321,1,DQ489854,SouthAfrica,NA,NA,NA,NA,NA
2322,1,DQ489856,SouthAfrica,NA,NA,NA,NA,NA
2323,1,DQ489848,SouthAfrica,NA,NA,NA,NA,NA
2324,1,DQ489847,SouthAfrica,NA,NA,NA,NA,NA
2325,1,DQ489841,SouthAfrica,NA,NA,NA,NA,NA
2326,1,DQ489852,SouthAfrica,NA,NA,NA,NA,NA
2327,1,DQ489851,SouthAfrica,NA,NA,NA,NA,NA
2328,1,DQ194895,SouthAfrica,NA,NA,NA,NA,NA
2329,1,MT454640,SouthAfrica,NA,NA,NA,NA,NA
2330,1,MT454632,SouthAfrica,NA,NA,NA,NA,NA
2331,1,DQ194892,SouthAfrica,SouthAfrica,SouthAfrica,SouthAfrica,SouthAfrica,SouthAfrica
2332,1,MT454633,SouthAfrica,SouthAfrica,SouthAfrica,SouthAfrica,SouthAfrica,SouthAfrica
2333,1,DQ489866,SouthAfrica,NA,NA,NA,NA,NA
2334,1,DQ489833,SouthAfrica,SouthAfrica,SouthAfrica,SouthAfrica,SouthAfrica,SouthAfrica
2335,1,DQ489850,SouthAfrica,NA,NA,NA,NA,NA
2336,1,DQ194893,SouthAfrica,SouthAfrica,SouthAfrica,SouthAfrica,SouthAfrica,SouthAfrica
2337,1,DQ489802,SouthAfrica,NA,NA,NA,NA,NA
2338,1,DQ489884,SouthAfrica,NA,NA,NA,NA,NA
2339,1,DQ489859,SouthAfrica,NA,NA,NA,NA,NA
2340,1,DQ489799,SouthAfrica,NA,NA,NA,NA,NA
2341,1,DQ489853,SouthAfrica,NA,NA,NA,NA,NA
2342,1,DQ489838,SouthAfrica,SouthAfrica,SouthAfrica,SouthAfrica,SouthAfrica,SouthAfrica
2343,1,DQ489900,SouthAfrica,SouthAfrica,SouthAfrica,SouthAfrica,SouthAfrica,SouthAfrica
2344,1,DQ489862,SouthAfrica,NA,NA,NA,NA,NA
2345,1,DQ489901,SouthAfrica,NA,NA,NA,NA,NA
2346,1,DQ489858,SouthAfrica,SouthAfrica,SouthAfrica,SouthAfrica,SouthAfrica,SouthAfrica
2347,1,DQ489796,SouthAfrica,NA,NA,NA,NA,NA
2348,1,KY553264,SouthAfrica,NA,NA,NA,NA,NA
2349,1,DQ489798,SouthAfrica,SouthAfrica,SouthAfrica,SouthAfrica,SouthAfrica,SouthAfrica
2350,1,DQ489880,SouthAfrica,NA,NA,NA,NA,NA
2351,1,KY553256,SouthAfrica,SouthAfrica,NA,SouthAfrica,NA,SouthAfrica
2352,1,KT892006,SouthAfrica,NA,NA,NA,NA,NA
2353,1,HM179507,SouthAfrica,NA,SouthAfrica,NA,SouthAfrica,NA
2354,1,KY553259,SouthAfrica,NA,NA,NA,NA,NA
2355,1,KY553257,SouthAfrica,NA,NA,NA,NA,NA
2356,1,KP994599,SouthAfrica,SouthAfrica,NA,NA,SouthAfrica,NA
2357,1,KP994602,SouthAfrica,NA,NA,NA,NA,SouthAfrica
2358,1,KP994613,SouthAfrica,NA,SouthAfrica,SouthAfrica,NA,NA
2359,1,KP994603,SouthAfrica,NA,NA,NA,NA,NA
2360,1,KP994604,SouthAfrica,NA,NA,NA,NA,NA
2361,1,KP994605,SouthAfrica,NA,NA,NA,NA,NA
2362,1,KP994614,SouthAfrica,NA,NA,NA,NA,NA
2363,1,KP994612,SouthAfrica,NA,NA,NA,NA,NA
2364,1,KP994615,SouthAfrica,NA,NA,NA,NA,NA
2365,1,KP994601,SouthAfrica,NA,NA,NA,NA,NA
2366,1,MK858228,SouthAfrica,NA,NA,NA,NA,NA
2367,1,KP994620,SouthAfrica,SouthAfrica,SouthAfrica,SouthAfrica,SouthAfrica,SouthAfrica
2368,1,KP994621,SouthAfrica,NA,NA,NA,NA,NA
2369,1,JF747613,SouthAfrica,NA,NA,NA,NA,NA
2370,1,KJ744305,SouthAfrica,NA,NA,NA,NA,NA
2371,1,KT892005,SouthAfrica,NA,NA,NA,NA,NA
2372,1,KT892001,SouthAfrica,NA,NA,NA,NA,NA
2373,1,KT892002,SouthAfrica,SouthAfrica,SouthAfrica,SouthAfrica,SouthAfrica,SouthAfrica
2374,1,KT892004,SouthAfrica,NA,NA,NA,NA,NA
2375,1,KP994608,SouthAfrica,NA,NA,NA,NA,NA
2376,1,KT892003,SouthAfrica,NA,NA,NA,NA,NA
2377,1,KP994611,SouthAfrica,NA,NA,NA,NA,NA
2378,1,KP994616,SouthAfrica,NA,NA,NA,NA,NA
2379,1,KP994600,SouthAfrica,NA,NA,NA,NA,NA
2380,1,KP994610,SouthAfrica,NA,NA,NA,NA,NA
2381,1,KP994617,SouthAfrica,NA,SouthAfrica,SouthAfrica,SouthAfrica,SouthAfrica
2382,1,KP994607,SouthAfrica,SouthAfrica,NA,NA,NA,NA
2383,1,KT892000,SouthAfrica,NA,NA,NA,NA,NA
2384,1,KT891999,SouthAfrica,NA,NA,NA,NA,NA
2385,1,KT891998,SouthAfrica,NA,NA,NA,NA,NA
2386,1,MT454652,SouthAfrica,NA,NA,NA,NA,NA
2387,1,MT454654,SouthAfrica,NA,NA,NA,NA,NA
2388,1,MT454648,SouthAfrica,NA,NA,NA,NA,NA
2389,1,MT454653,SouthAfrica,NA,NA,NA,NA,NA
2390,1,MT454639,SouthAfrica,NA,NA,NA,NA,NA
2391,1,KP994609,SouthAfrica,NA,NA,NA,NA,NA
2392,1,MT454636,SouthAfrica,NA,NA,NA,NA,NA
2393,1,MT454641,SouthAfrica,NA,NA,NA,NA,NA
2394,1,MT454634,SouthAfrica,NA,NA,NA,NA,NA
2395,1,KC660259,SouthAfrica,SouthAfrica,SouthAfrica,SouthAfrica,SouthAfrica,SouthAfrica
2396,1,MT454631,SouthAfrica,NA,NA,NA,NA,NA
2397,1,MT454637,SouthAfrica,NA,NA,NA,NA,NA
2398,1,HM179505,SouthAfrica,SouthAfrica,SouthAfrica,SouthAfrica,SouthAfrica,SouthAfrica
2399,1,KT336432,SouthAfrica,NA,NA,NA,NA,NA
2400,1,MT454635,SouthAfrica,NA,NA,NA,NA,NA
2401,1,KP994619,SouthAfrica,NA,NA,NA,NA,NA
2402,1,MK858232,SouthAfrica,SouthAfrica,SouthAfrica,SouthAfrica,SouthAfrica,SouthAfrica
2403,1,MK858231,SouthAfrica,NA,NA,NA,NA,NA
2404,1,KJ744310,SouthAfrica,SouthAfrica,SouthAfrica,SouthAfrica,SouthAfrica,SouthAfrica
2405,1,KJ744303,SouthAfrica,NA,NA,NA,NA,NA
2406,1,KJ744302,SouthAfrica,NA,NA,NA,NA,NA
2407,1,KJ744308,SouthAfrica,NA,NA,NA,NA,NA
2408,1,KJ744306,SouthAfrica,NA,NA,NA,NA,NA
2409,1,KJ744304,SouthAfrica,NA,NA,NA,NA,NA
2410,1,KP994598,SouthAfrica,NA,NA,NA,NA,NA
2411,1,KP994597,SouthAfrica,NA,NA,NA,NA,NA
2412,1,KJ744307,SouthAfrica,NA,NA,NA,NA,NA
2413,1,KP994606,SouthAfrica,NA,NA,NA,NA,NA
2414,1,KJ744309,SouthAfrica,NA,NA,NA,NA,NA
2415,1,JF747617,SouthAfrica,SouthAfrica,SouthAfrica,SouthAfrica,SouthAfrica,SouthAfrica
2416,1,JF747616,SouthAfrica,SouthAfrica,SouthAfrica,SouthAfrica,SouthAfrica,SouthAfrica
2417,1,JF747615,SouthAfrica,NA,NA,NA,NA,NA
2418,1,MK858225,SouthAfrica,NA,NA,NA,NA,NA
2419,1,MK858226,SouthAfrica,NA,NA,NA,NA,NA
2420,1,HQ266607,SouthAfrica,SouthAfrica,SouthAfrica,SouthAfrica,SouthAfrica,SouthAfrica
2421,1,DQ489904,SouthAfrica,NA,NA,NA,NA,NA
2422,1,DQ489903,SouthAfrica,NA,NA,NA,NA,NA
2423,1,DQ489888,SouthAfrica,NA,NA,NA,NA,NA
2424,1,HQ266619,SouthAfrica,NA,NA,NA,NA,NA
2425,1,HQ266627,SouthAfrica,SouthAfrica,SouthAfrica,SouthAfrica,SouthAfrica,SouthAfrica
2426,1,DQ489896,SouthAfrica,NA,NA,NA,SouthAfrica,SouthAfrica
2427,1,HM179508,SouthAfrica,SouthAfrica,SouthAfrica,SouthAfrica,NA,NA
2428,1,HQ266618,SouthAfrica,SouthAfrica,SouthAfrica,SouthAfrica,SouthAfrica,SouthAfrica
2429,1,HQ266608,SouthAfrica,NA,NA,NA,NA,NA
2430,1,DQ489887,SouthAfrica,NA,SouthAfrica,SouthAfrica,SouthAfrica,NA
2431,1,KT336436,SouthAfrica,SouthAfrica,NA,NA,NA,SouthAfrica
2432,1,DQ489893,SouthAfrica,NA,NA,NA,NA,NA
2433,1,JN016749,SouthAfrica,NA,NA,NA,NA,NA
2434,1,KP994618,SouthAfrica,SouthAfrica,SouthAfrica,SouthAfrica,SouthAfrica,SouthAfrica
2435,1,JF747614,SouthAfrica,SouthAfrica,SouthAfrica,SouthAfrica,SouthAfrica,SouthAfrica
2436,1,KX148203,Mozambique,Mozambique,Mozambique,Mozambique,Mozambique,Mozambique
2437,1,HQ266626,SouthAfrica,SouthAfrica,SouthAfrica,SouthAfrica,SouthAfrica,SouthAfrica
2438,1,LC380101,Zambia,Zambia,Zambia,Zambia,Zambia,Zambia
2439,1,LC380156,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe
2440,1,LC380144,Zambia,NA,Zambia,NA,Zambia,NA
2441,1,LC380146,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe
2442,1,LC380152,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe
2443,1,LC380224,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe
2444,1,LC380223,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe
2445,1,LC380222,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe
2446,1,LC380220,Zambia,Zambia,Zambia,Zambia,Zambia,Zambia
2447,1,LC380228,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe
2448,1,KT336435,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe
2449,1,KY563716,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe
2450,1,LC380157,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe
2451,1,LC380142,Zambia,NA,NA,NA,NA,NA
2452,1,LC380138,Zambia,NA,Zambia,Zambia,NA,NA
2453,1,LC380130,Zambia,NA,NA,NA,NA,NA
2454,1,LC380125,Zambia,NA,NA,Zambia,NA,Zambia
2455,1,LC380088,Zambia,NA,NA,Zambia,Zambia,NA
2456,1,LC380094,Zambia,Zambia,NA,NA,Zambia,Zambia
2457,1,LC380149,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe
2458,1,LC380145,Zambia,NA,NA,Zambia,NA,NA
2459,1,LC380095,Zambia,NA,NA,NA,NA,Zambia
2460,1,LC380235,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe
2461,1,LC380232,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe
2462,1,KU739040,Botswana,Botswana,Botswana,Botswana,Botswana,Botswana
2463,1,LC380234,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe
2464,1,LC380226,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe
2465,1,LC380233,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe
2466,1,KT336437,SouthAfrica,NA,NA,NA,NA,NA
2469,1,LC380153,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe
2470,1,LC380139,Zambia,NA,NA,NA,Zambia,Zambia
2471,1,LC380103,Zambia,Zambia,Zambia,Zambia,NA,NA
2472,1,KY553271,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe
2473,1,KY553267,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe
2474,1,LC380093,Zambia,NA,NA,Zambia,Zambia,NA
2475,1,LC380158,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe
2476,1,LC380148,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe,NA
2477,1,LC380159,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe
2478,1,LC380118,Zambia,NA,Zambia,NA,NA,NA
2479,1,LC380132,Zambia,Zambia,NA,NA,NA,NA
2480,1,LC380091,Zambia,NA,NA,NA,NA,Zambia
2481,1,KY553269,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe
2482,1,LC380126,Zambia,Zambia,Zambia,Zambia,Zambia,Zambia
2483,1,LC380117,Zambia,Zambia,NA,NA,Zambia,NA
2484,1,LC380092,Zambia,Zambia,Zambia,Zambia,Zambia,Zambia
2485,1,HQ266620,SouthAfrica,NA,NA,NA,NA,NA
2486,1,LC380229,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe
2487,1,MG458318,SouthAfrica,NA,NA,NA,NA,NA
2488,1,KC535505,SouthAfrica,NA,NA,NA,NA,NA
2489,1,HQ266609,SouthAfrica,NA,NA,NA,NA,NA
2490,1,HQ266628,SouthAfrica,NA,NA,NA,NA,NA
2491,1,HM179504,SouthAfrica,SouthAfrica,SouthAfrica,SouthAfrica,SouthAfrica,SouthAfrica
2492,1,LC380230,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe
2493,1,LC380227,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe
2494,1,LC380221,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe
2495,1,LC380225,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe
2496,1,LC380150,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe
2497,1,LC380147,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe
2498,1,LC380151,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe
2499,1,KY563715,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe
2500,1,KT336434,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe
2501,1,KY563717,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe
2502,1,KR906757,Tanzania,Tanzania,Tanzania,Tanzania,Tanzania,Tanzania
2503,1,KR906751,Tanzania,NA,NA,NA,NA,NA
2504,1,KR906747,Tanzania,NA,NA,NA,NA,NA
2505,1,KR906746,Tanzania,Tanzania,Tanzania,Tanzania,Tanzania,Tanzania
2506,1,MT454644,SouthAfrica,SouthAfrica,SouthAfrica,SouthAfrica,SouthAfrica,SouthAfrica
2507,1,KX148103,SouthAfrica,SouthAfrica,SouthAfrica,SouthAfrica,SouthAfrica,SouthAfrica
2508,1,KY553265,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe
2509,1,KF831529,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe
2510,1,KY563718,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe
2511,1,KF831554,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe
2512,1,KY553270,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe
2513,1,KY553268,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe
2514,1,KF831555,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe
2515,1,HM179506,SouthAfrica,SouthAfrica,SouthAfrica,SouthAfrica,SouthAfrica,SouthAfrica
2516,1,KY553261,SouthAfrica,NA,NA,NA,NA,NA
2517,1,KY553282,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe
2518,1,KT336433,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe
2519,1,KY553272,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe
2520,1,KY553280,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe
2521,1,HQ266625,SouthAfrica,SouthAfrica,SouthAfrica,SouthAfrica,SouthAfrica,SouthAfrica
2522,1,HQ266621,SouthAfrica,NA,NA,NA,NA,NA
2523,1,HQ266610,SouthAfrica,SouthAfrica,SouthAfrica,SouthAfrica,SouthAfrica,SouthAfrica
2524,1,KY553279,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe
2525,1,MN264704,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo
2526,1,MN264709,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo
2527,1,MN264707,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo
2528,1,MN264696,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo
2529,1,MN264710,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo
2530,1,MN264693,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo
2531,1,MN264697,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo
2532,1,MN264708,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo
2533,1,MN264701,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo
2534,1,MN264691,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo
2535,1,KP257624,RepublicoftheCongo,RepublicoftheCongo,RepublicoftheCongo,RepublicoftheCongo,RepublicoftheCongo,RepublicoftheCongo
2536,1,MN264695,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo
2537,1,MN264703,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo
2538,1,MN264702,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo
2539,1,MN264700,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo
2540,1,MN264706,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo
2541,1,MN264694,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo
2542,1,MN264698,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo
2543,1,MN264692,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo
2544,1,MN264705,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo
2545,1,MN264699,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo
2546,1,MN264711,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo
2547,1,DQ194877,Namibia,Namibia,Namibia,Namibia,Namibia,Namibia
2548,1,JQ691419,Namibia,Namibia,Namibia,Namibia,Namibia,Namibia
2549,1,DQ194878,Namibia,Namibia,Namibia,Namibia,Namibia,Namibia
2550,1,DQ194880,Namibia,Namibia,Namibia,Namibia,Namibia,Namibia
2551,1,LC380115,Zambia,Zambia,Zambia,Zambia,Zambia,Zambia
2552,1,KF734694,CentralAfricanRepublic,CentralAfricanRepublic,NA,NA,NA,NA
2553,1,KF734696,CentralAfricanRepublic,CentralAfricanRepublic,CentralAfricanRepublic,CentralAfricanRepublic,CentralAfricanRepublic,NA
2554,1,KF734729,CentralAfricanRepublic,NA,CentralAfricanRepublic,NA,NA,NA
2555,1,KF734734,CentralAfricanRepublic,NA,CentralAfricanRepublic,NA,CentralAfricanRepublic,NA
2556,1,KF734693,CentralAfricanRepublic,NA,CentralAfricanRepublic,NA,NA,NA
2557,1,KT119710,CentralAfricanRepublic,CentralAfricanRepublic,CentralAfricanRepublic,CentralAfricanRepublic,CentralAfricanRepublic,CentralAfricanRepublic
2558,1,KT119752,CentralAfricanRepublic,CentralAfricanRepublic,CentralAfricanRepublic,CentralAfricanRepublic,CentralAfricanRepublic,CentralAfricanRepublic
2559,1,KT119753,CentralAfricanRepublic,CentralAfricanRepublic,CentralAfricanRepublic,CentralAfricanRepublic,CentralAfricanRepublic,CentralAfricanRepublic
2560,1,KF734735,CentralAfricanRepublic,CentralAfricanRepublic,CentralAfricanRepublic,CentralAfricanRepublic,CentralAfricanRepublic,CentralAfricanRepublic
2561,1,KF734690,CentralAfricanRepublic,CentralAfricanRepublic,CentralAfricanRepublic,CentralAfricanRepublic,CentralAfricanRepublic,CentralAfricanRepublic
2562,1,MF537575,Cameroon,Cameroon,Cameroon,Cameroon,Cameroon,Cameroon
2563,1,KT119717,CentralAfricanRepublic,CentralAfricanRepublic,CentralAfricanRepublic,NA,NA,NA
2564,1,KT119743,CentralAfricanRepublic,CentralAfricanRepublic,CentralAfricanRepublic,CentralAfricanRepublic,CentralAfricanRepublic,CentralAfricanRepublic
2565,1,KT119746,CentralAfricanRepublic,CentralAfricanRepublic,CentralAfricanRepublic,CentralAfricanRepublic,CentralAfricanRepublic,CentralAfricanRepublic
2566,1,KT119744,CentralAfricanRepublic,CentralAfricanRepublic,NA,NA,NA,NA
2567,1,KT119737,CentralAfricanRepublic,CentralAfricanRepublic,NA,NA,NA,NA
2568,1,KT119740,CentralAfricanRepublic,CentralAfricanRepublic,NA,CentralAfricanRepublic,NA,NA
2569,1,KT119730,CentralAfricanRepublic,CentralAfricanRepublic,NA,CentralAfricanRepublic,CentralAfricanRepublic,NA
2570,1,KT119712,CentralAfricanRepublic,CentralAfricanRepublic,CentralAfricanRepublic,CentralAfricanRepublic,CentralAfricanRepublic,CentralAfricanRepublic
2571,1,KT119729,CentralAfricanRepublic,NA,CentralAfricanRepublic,NA,NA,NA
2572,1,KT119742,CentralAfricanRepublic,NA,NA,CentralAfricanRepublic,NA,NA
2573,1,KT119738,CentralAfricanRepublic,CentralAfricanRepublic,CentralAfricanRepublic,CentralAfricanRepublic,CentralAfricanRepublic,CentralAfricanRepublic
2574,1,KT119747,CentralAfricanRepublic,CentralAfricanRepublic,CentralAfricanRepublic,CentralAfricanRepublic,NA,CentralAfricanRepublic
2575,1,KT119749,CentralAfricanRepublic,CentralAfricanRepublic,CentralAfricanRepublic,CentralAfricanRepublic,CentralAfricanRepublic,NA
2576,1,KT119748,CentralAfricanRepublic,NA,NA,CentralAfricanRepublic,NA,CentralAfricanRepublic
2577,1,KT119750,CentralAfricanRepublic,CentralAfricanRepublic,CentralAfricanRepublic,CentralAfricanRepublic,CentralAfricanRepublic,CentralAfricanRepublic
2578,1,KT119735,CentralAfricanRepublic,CentralAfricanRepublic,CentralAfricanRepublic,CentralAfricanRepublic,CentralAfricanRepublic,CentralAfricanRepublic
2579,1,KT119725,CentralAfricanRepublic,CentralAfricanRepublic,CentralAfricanRepublic,CentralAfricanRepublic,CentralAfricanRepublic,CentralAfricanRepublic
2580,1,KT119715,CentralAfricanRepublic,NA,CentralAfricanRepublic,CentralAfricanRepublic,NA,NA
2581,1,KT119719,CentralAfricanRepublic,CentralAfricanRepublic,CentralAfricanRepublic,CentralAfricanRepublic,CentralAfricanRepublic,CentralAfricanRepublic
2582,1,KT119720,CentralAfricanRepublic,CentralAfricanRepublic,CentralAfricanRepublic,CentralAfricanRepublic,CentralAfricanRepublic,CentralAfricanRepublic
2583,1,KT119698,CentralAfricanRepublic,CentralAfricanRepublic,CentralAfricanRepublic,CentralAfricanRepublic,CentralAfricanRepublic,CentralAfricanRepublic
2584,1,KT119696,CentralAfricanRepublic,NA,NA,NA,NA,CentralAfricanRepublic
2585,1,KT119701,CentralAfricanRepublic,CentralAfricanRepublic,CentralAfricanRepublic,CentralAfricanRepublic,CentralAfricanRepublic,CentralAfricanRepublic
2586,1,KT119693,CentralAfricanRepublic,CentralAfricanRepublic,CentralAfricanRepublic,CentralAfricanRepublic,CentralAfricanRepublic,CentralAfricanRepublic
2587,1,KT119751,CentralAfricanRepublic,CentralAfricanRepublic,CentralAfricanRepublic,CentralAfricanRepublic,CentralAfricanRepublic,CentralAfricanRepublic
2588,1,KT119732,CentralAfricanRepublic,NA,NA,NA,CentralAfricanRepublic,NA
2589,1,KT119736,CentralAfricanRepublic,NA,NA,CentralAfricanRepublic,NA,CentralAfricanRepublic
